businessid,cta_dt_cnt,ppv_plv_dt_cnt,atc_dt_cnt
BZID-1304388247,1,0,0
BZID-1304610090,1,1,0
BZID-1304596958,1,0,0
BZID-1304606815,1,0,0
BZID-1304411588,2,1,0
BZID-1304379071,1,1,0
BZID-1304379074,1,0,0
BZID-1304398366,1,0,0
BZID-1304416993,1,0,0
BZID-1304424986,1,0,0
BZID-1304596035,1,0,0
BZID-1304363534,1,1,0
BZID-1304449936,1,0,0
BZID-1304351604,1,0,0
BZID-1304429365,1,1,0
BZID-1304403294,1,0,0
BZID-1304384798,4,0,0
BZID-1304402312,1,0,0
BZID-1304405512,2,0,0
BZID-1304359804,1,1,0
BZID-1304382408,1,0,0
BZID-1304597368,1,0,0
BZID-1304450658,2,0,0
BZID-1304397830,1,0,0
BZID-1304611115,1,0,0
BZID-1304368361,1,1,0
BZID-1304395420,1,0,0
BZID-1304595085,1,0,0
BZID-1304409331,1,0,0
BZID-1304392200,1,0,0
BZID-1304409473,1,0,0
BZID-1304414205,1,0,0
BZID-1304405907,1,0,0
BZID-1304422758,1,0,0
BZID-1304370321,0,1,0
BZID-1304393511,1,0,0
BZID-1304389073,1,0,0
BZID-1304444612,1,0,0
BZID-1304410916,1,0,0
BZID-1304459216,1,1,0
BZID-1304437813,1,0,0
BZID-1304600399,1,0,0
BZID-1304400869,1,0,0
BZID-1304469005,0,1,0
BZID-1304464790,1,0,0
BZID-1304466107,4,3,1
BZID-1304432678,2,0,1
BZID-1304413661,0,1,1
BZID-1304395926,3,2,1
BZID-1304595071,1,1,0
BZID-1304600375,1,0,0
BZID-1304600542,2,0,0
BZID-1304600569,1,1,0
BZID-1304600019,1,1,0
BZID-1304407586,3,1,0
BZID-1304365783,1,0,0
BZID-1304413042,2,2,0
BZID-1304398305,2,2,0
BZID-1304396580,2,1,0
BZID-1304459973,4,3,0
BZID-1304389583,0,1,0
BZID-1304385541,2,2,0
BZID-1304349642,1,1,0
BZID-1304349576,2,0,0
BZID-1304466788,1,1,0
BZID-1304411085,1,1,0
BZID-1304457998,6,6,2
BZID-1304392457,1,0,0
BZID-1304391430,1,0,0
BZID-1304475190,4,2,1
BZID-1304364052,1,1,0
BZID-1304388377,5,1,0
BZID-1304443611,2,2,0
BZID-1304368650,2,0,0
BZID-1304401271,3,3,0
BZID-1304430654,3,1,0
BZID-1304459384,1,1,0
BZID-1304393082,1,1,1
BZID-1304603173,2,1,0
BZID-1304461893,6,1,0
BZID-1304446591,3,1,0
BZID-1304442251,2,1,0
BZID-1304428477,2,1,0
BZID-1304411068,4,3,0
BZID-1304370403,0,1,1
BZID-1304598651,1,0,0
BZID-1304597065,1,1,0
BZID-1304596482,1,1,1
BZID-1304598034,2,2,0
BZID-1304396893,7,4,0
BZID-1304357949,1,1,1
BZID-1304448869,2,1,0
BZID-1304414865,5,4,0
BZID-1304461429,5,2,0
BZID-1304392710,2,0,0
BZID-1304353707,1,1,1
BZID-1304411822,5,1,0
BZID-1304423417,4,1,0
BZID-1304470486,1,0,0
BZID-1304404449,1,1,0
BZID-1304608470,4,3,2
BZID-1304447097,2,1,0
BZID-1304358985,2,1,0
BZID-1304429550,1,0,0
BZID-1304477817,1,1,0
BZID-1304459485,3,0,0
BZID-1304447975,2,1,0
BZID-1304387347,3,2,3
BZID-1304420660,2,0,0
BZID-1304350799,1,1,1
BZID-1304416142,1,0,0
BZID-1304604963,2,0,0
BZID-1304356069,5,2,0
BZID-1304606628,1,1,0
BZID-1304441393,5,5,0
BZID-1304423486,1,1,0
BZID-1304465900,1,0,0
BZID-1304459062,1,1,0
BZID-1304595277,2,2,0
BZID-1304600544,1,1,1
BZID-1304397484,2,2,1
BZID-1304392470,1,1,0
BZID-1304421542,1,0,0
BZID-1304414141,1,1,1
BZID-1304373554,2,1,0
BZID-1304359864,1,1,1
BZID-1304359586,2,0,0
BZID-1304391071,2,0,0
BZID-1304390274,1,1,0
BZID-1304421900,2,0,0
BZID-1304412597,1,0,0
BZID-1304373855,2,0,0
BZID-1304392515,3,2,0
BZID-1304469303,3,0,0
BZID-1304456130,1,1,0
BZID-1304610324,3,3,1
BZID-1304379545,2,1,0
BZID-1304367560,2,1,0
BZID-1304365424,1,1,0
BZID-1304380823,1,0,0
BZID-1304414640,5,1,0
BZID-1304352151,2,1,1
BZID-1304410714,1,1,0
BZID-1304431798,6,2,0
BZID-1304605002,3,2,0
BZID-1304377331,2,1,0
BZID-1304361947,4,2,0
BZID-1304606977,1,1,1
BZID-1304361179,2,2,1
BZID-1304420667,2,0,0
BZID-1304370674,2,1,0
BZID-1304390112,5,1,1
BZID-1304595735,1,1,0
BZID-1304597753,1,1,1
BZID-1304447971,1,1,1
BZID-1304600324,1,1,1
BZID-1304378357,1,1,0
BZID-1304374467,2,0,0
BZID-1304370429,1,1,0
BZID-1304350756,3,0,0
BZID-1304364949,12,6,0
BZID-1304350687,4,4,1
BZID-1304352995,1,0,0
BZID-1304476252,1,1,0
BZID-1304435710,1,1,1
BZID-1304401850,2,1,1
BZID-1304389969,1,0,0
BZID-1304399526,1,1,1
BZID-1304605967,3,3,0
BZID-1304384345,3,2,0
BZID-1304421421,1,0,0
BZID-1304417683,6,3,0
BZID-1304577553,2,2,0
BZID-1304442966,10,3,0
BZID-1304608978,4,3,1
BZID-1304607609,2,1,1
BZID-1304420746,1,0,0
BZID-1304411798,2,1,1
BZID-1304565891,1,1,0
BZID-1304610770,1,1,0
BZID-1304608050,2,1,1
BZID-1304391931,1,1,0
BZID-1304440227,1,0,0
BZID-1304607825,1,1,1
BZID-1304607910,1,1,0
BZID-1304610705,1,1,1
BZID-1304560880,1,1,0
BZID-1304459995,2,1,0
BZID-1304430479,3,1,0
BZID-1304360552,1,1,0
BZID-1304414295,2,0,0
BZID-1304393287,2,2,2
BZID-1304359683,1,0,0
BZID-1304366644,1,1,0
BZID-1304377452,2,1,0
BZID-1304378452,2,0,0
BZID-1304359247,1,1,1
BZID-1304596262,1,1,1
BZID-1304417732,1,1,0
BZID-1304598795,1,1,0
BZID-1304477721,2,1,0
BZID-1304371284,1,0,0
BZID-1304376643,3,1,0
BZID-1304372717,2,0,0
BZID-1304434153,7,6,1
BZID-1304365465,5,4,4
BZID-1304402064,21,14,6
BZID-1304369793,22,22,1
BZID-1304389705,13,7,4
BZID-1304437175,47,44,8
BZID-1304426277,3,3,1
BZID-1304447396,29,26,11
BZID-1304409788,20,18,11
BZID-1304411707,16,13,4
BZID-1304470379,34,32,18
BZID-1304385328,46,42,23
BZID-1304471631,37,25,13
BZID-1304396183,53,25,10
BZID-1304449058,39,22,12
BZID-1304367847,7,5,2
BZID-1304466412,55,43,28
BZID-1304456086,52,44,37
BZID-1304476795,50,38,19
BZID-1304469019,56,47,24
BZID-1304420042,5,0,1
BZID-1304470207,34,26,17
BZID-1304424037,13,13,7
BZID-1304446263,25,19,14
BZID-1304366387,6,2,0
BZID-1304378139,14,11,7
BZID-1304460853,53,42,33
BZID-1304362902,35,31,21
BZID-1304371880,26,25,17
BZID-1304364310,39,37,29
BZID-1304360730,57,55,21
BZID-1304396310,30,26,17
BZID-1304350737,9,3,3
BZID-1304360113,34,31,20
BZID-1304401258,35,35,5
BZID-1304450386,26,23,13
BZID-1304411910,12,10,5
BZID-1304441899,43,42,17
BZID-1304367862,31,16,3
BZID-1304396059,41,36,17
BZID-1304363219,21,15,9
BZID-1304360522,9,8,2
BZID-1304477917,31,14,13
BZID-1304438380,44,44,34
BZID-1304444657,1,0,0
BZID-1304428511,14,14,13
BZID-1304404287,27,22,16
BZID-1304364058,2,2,0
BZID-1304472619,28,27,15
BZID-1304375533,22,19,10
BZID-1304414113,13,9,8
BZID-1304429605,17,17,12
BZID-1304478758,2,2,1
BZID-1304438744,35,32,18
BZID-1304370506,44,42,16
BZID-1304418526,43,24,15
BZID-1304414653,51,49,23
BZID-1304373710,21,19,15
BZID-1304395835,32,28,12
BZID-1304394757,21,21,12
BZID-1304370808,53,53,31
BZID-1304443667,27,20,15
BZID-1304428043,55,52,32
BZID-1304350765,2,2,2
BZID-1304364152,4,2,0
BZID-1304474782,32,25,7
BZID-1304446394,23,15,11
BZID-1304471136,46,24,14
BZID-1304399446,41,41,2
BZID-1304386343,22,21,9
BZID-1304417712,10,10,9
BZID-1304405249,37,30,21
BZID-1304409482,38,34,13
BZID-1304475426,39,38,17
BZID-1304426013,13,13,3
BZID-1304374817,18,12,11
BZID-1304469811,37,30,21
BZID-1304377535,26,24,2
BZID-1304418240,20,17,14
BZID-1304412035,13,9,7
BZID-1304436579,51,41,31
BZID-1304391258,3,3,0
BZID-1304403345,21,20,6
BZID-1304390167,48,46,16
BZID-1304434127,22,14,8
BZID-1304438393,2,1,0
BZID-1304421457,27,24,13
BZID-1304381999,30,29,10
BZID-1304364166,31,27,18
BZID-1304456260,39,29,22
BZID-1304436660,30,23,10
BZID-1304397783,32,21,16
BZID-1304438253,4,4,3
BZID-1304443759,7,5,1
BZID-1304395354,1,1,0
BZID-1304411320,33,29,20
BZID-1304403736,47,42,29
BZID-1304358634,14,11,1
BZID-1304460907,23,11,8
BZID-1304373550,7,6,2
BZID-1304373310,18,12,11
BZID-1304408145,2,1,0
BZID-1304410549,32,25,17
BZID-1304467536,32,25,23
BZID-1304400379,39,30,16
BZID-1304462246,37,16,9
BZID-1304412401,8,5,1
BZID-1304350584,17,10,1
BZID-1304375296,4,4,0
BZID-1304362640,16,15,5
BZID-1304350477,39,37,21
BZID-1304420866,27,14,6
BZID-1304386157,6,4,0
BZID-1304438876,40,35,13
BZID-1304350491,4,2,1
BZID-1304350486,29,24,16
BZID-1304386745,34,20,13
BZID-1304373324,18,10,7
BZID-1304358444,51,45,18
BZID-1304478412,3,1,0
BZID-1304396302,45,35,15
BZID-1304390778,9,8,2
BZID-1304433450,58,49,39
BZID-1304373681,29,21,7
BZID-1304381527,58,54,23
BZID-1304407129,41,30,20
BZID-1304350483,2,1,0
BZID-1304382628,5,2,2
BZID-1304350617,3,2,0
BZID-1304413422,14,12,5
BZID-1304478154,20,17,1
BZID-1304385641,5,4,1
BZID-1304445147,34,30,6
BZID-1304363121,27,19,11
BZID-1304350323,3,2,1
BZID-1304350301,13,8,9
BZID-1304408944,1,1,0
BZID-1304395075,48,42,28
BZID-1304464227,12,10,2
BZID-1304350211,1,1,1
BZID-1304431577,28,27,14
BZID-1304350652,12,9,5
BZID-1304383569,18,8,5
BZID-1304390158,12,7,2
BZID-1304397023,11,11,9
BZID-1304350240,6,3,2
BZID-1304399417,33,27,19
BZID-1304467367,22,18,7
BZID-1304364444,18,18,5
BZID-1304372596,42,37,24
BZID-1304429049,11,9,3
BZID-1304362621,26,23,11
BZID-1304350404,1,1,1
BZID-1304352953,22,18,1
BZID-1304384290,44,25,11
BZID-1304390309,34,27,12
BZID-1304375472,29,22,14
BZID-1304380031,15,9,7
BZID-1304418617,11,8,3
BZID-1304444882,2,0,0
BZID-1304423393,1,0,0
BZID-1304456236,2,2,0
BZID-1304355267,1,1,0
BZID-1304353379,1,1,0
BZID-1304462951,1,1,1
BZID-1304405612,1,0,0
BZID-1304609653,1,1,0
BZID-1304406105,3,3,3
BZID-1304419550,1,1,1
BZID-1304610142,1,1,0
BZID-1304415542,1,1,0
BZID-1304405106,4,3,0
BZID-1304411715,1,1,1
BZID-1304436582,2,0,0
BZID-1304604188,1,1,0
BZID-1304442618,1,1,0
BZID-1304397010,2,2,1
BZID-1304369764,4,2,1
BZID-1304607570,1,1,1
BZID-1304608076,2,1,0
BZID-1304397990,2,1,0
BZID-1304400813,1,0,0
BZID-1304402558,2,1,0
BZID-1304447529,2,1,1
BZID-1304355995,3,3,3
BZID-1304362314,1,0,0
BZID-1304364565,1,0,0
BZID-1304417294,1,1,0
BZID-1304415672,1,0,0
BZID-1304459780,1,1,1
BZID-1304366196,3,1,0
BZID-1304375937,1,1,0
BZID-1304417938,3,2,0
BZID-1304410464,3,2,2
BZID-1304595546,1,1,0
BZID-1304597362,1,1,0
BZID-1304440865,1,0,0
BZID-1304356445,2,1,0
BZID-1304374875,0,1,0
BZID-1304403552,1,0,0
BZID-1304387837,2,0,1
BZID-1304476919,2,1,0
BZID-1304410693,1,1,0
BZID-1304451137,3,1,0
BZID-1304351970,1,1,1
BZID-1304598285,1,1,1
BZID-1304410632,1,1,0
BZID-1304363602,1,0,0
BZID-1304377157,1,0,0
BZID-1304420828,3,0,0
BZID-1304561062,2,1,0
BZID-1304403788,4,2,0
BZID-1304416014,3,0,0
BZID-1304425930,1,1,0
BZID-1304598728,2,1,0
BZID-1304442137,2,0,0
BZID-1304390534,1,0,0
BZID-1304431368,1,0,0
BZID-1304393963,2,1,1
BZID-1304447082,1,0,0
BZID-1304352132,3,2,1
BZID-1304425864,1,1,0
BZID-1304357320,1,0,0
BZID-1304379399,2,0,0
BZID-1304420513,2,0,0
BZID-1304413834,1,0,0
BZID-1304351237,1,1,1
BZID-1304351470,3,1,0
BZID-1304351444,1,0,0
BZID-1304564061,3,1,0
BZID-1304457485,2,2,0
BZID-1304379455,1,2,1
BZID-1304382662,1,1,0
BZID-1304454092,3,1,0
BZID-1304393181,1,1,0
BZID-1304362763,1,0,0
BZID-1304392229,1,0,0
BZID-1304402998,3,0,0
BZID-1304403146,1,0,0
BZID-1304595105,1,1,0
BZID-1304390687,1,1,0
BZID-1304595156,1,0,0
BZID-1304369934,2,1,1
BZID-1304594976,1,0,0
BZID-1304367159,3,1,0
BZID-1304419162,1,0,0
BZID-1304362957,1,0,0
BZID-1304407037,2,1,0
BZID-1304411277,1,1,0
BZID-1304402057,2,1,0
BZID-1304596821,1,0,0
BZID-1304370428,1,0,0
BZID-1304350337,1,0,0
BZID-1304477146,1,1,0
BZID-1304389548,1,0,0
BZID-1304475277,3,1,0
BZID-1304385862,2,0,0
BZID-1304362255,2,1,0
BZID-1304364211,2,0,0
BZID-1304397930,2,0,0
BZID-1304379898,1,0,0
BZID-1304350838,1,0,0
BZID-1304415252,1,0,0
BZID-1304600575,1,0,0
BZID-1304395822,1,1,0
BZID-1304416108,1,0,0
BZID-1304401341,1,0,0
BZID-1304409805,3,0,1
BZID-1304451109,1,0,0
BZID-1304596248,1,0,0
BZID-1304394455,1,1,0
BZID-1304453734,2,1,1
BZID-1304424306,2,1,2
BZID-1304376705,1,0,0
BZID-1304349448,3,0,0
BZID-1304421661,1,0,0
BZID-1304428256,2,0,0
BZID-1304371503,1,1,0
BZID-1304379928,3,0,1
BZID-1304391532,1,0,0
BZID-1304393985,2,1,1
BZID-1304425115,1,0,0
BZID-1304364243,1,1,0
BZID-1304610170,1,1,0
BZID-1304417614,1,1,0
BZID-1304598196,1,0,0
BZID-1304596675,2,1,0
BZID-1304350160,1,1,0
BZID-1304391663,2,1,0
BZID-1304422520,2,1,0
BZID-1304372114,1,0,0
BZID-1304606092,1,0,0
BZID-1304387125,0,1,0
BZID-1304608659,2,1,1
BZID-1304427695,1,0,0
BZID-1304596288,1,0,0
BZID-1304369802,1,1,0
BZID-1304352728,1,0,0
BZID-1304411504,1,1,0
BZID-1304423184,4,2,0
BZID-1304365425,1,0,0
BZID-1304392186,1,1,0
BZID-1304378103,1,0,0
BZID-1304391348,1,0,0
BZID-1304607682,1,0,0
BZID-1304547499,1,0,0
BZID-1304371931,1,0,0
BZID-1304417272,2,1,1
BZID-1304385515,1,1,0
BZID-1304374832,1,0,0
BZID-1304378907,2,1,0
BZID-1304379479,1,0,0
BZID-1304462502,1,1,0
BZID-1304442615,1,0,0
BZID-1304413840,2,0,0
BZID-1304375689,1,0,0
BZID-1304444909,2,0,0
BZID-1304608105,1,0,0
BZID-1304394804,2,2,1
BZID-1304397147,10,8,3
BZID-1304413570,6,5,5
BZID-1304413140,32,29,14
BZID-1304365258,8,3,3
BZID-1304438081,8,6,5
BZID-1304444980,31,18,8
BZID-1304375149,39,36,28
BZID-1304358850,32,30,16
BZID-1304357805,42,35,31
BZID-1304369236,3,3,0
BZID-1304407602,28,26,12
BZID-1304364331,5,5,5
BZID-1304470882,35,30,15
BZID-1304402016,29,26,13
BZID-1304393138,26,23,3
BZID-1304393782,15,13,9
BZID-1304459169,33,20,11
BZID-1304422544,6,5,4
BZID-1304384164,56,49,12
BZID-1304376955,8,8,2
BZID-1304374166,14,12,8
BZID-1304378920,5,2,0
BZID-1304460606,37,33,27
BZID-1304376010,25,18,8
BZID-1304410597,1,0,0
BZID-1304427042,34,26,24
BZID-1304470070,25,21,13
BZID-1304383483,8,4,1
BZID-1304351050,1,1,1
BZID-1304374550,12,11,2
BZID-1304439960,14,12,7
BZID-1304376280,30,25,13
BZID-1304474969,35,33,17
BZID-1304402286,18,17,11
BZID-1304442269,32,26,13
BZID-1304469536,34,33,28
BZID-1304351081,6,4,4
BZID-1304443847,46,44,22
BZID-1304435198,23,17,9
BZID-1304477280,47,29,24
BZID-1304423288,30,27,11
BZID-1304422696,39,25,10
BZID-1304479936,28,18,9
BZID-1304404789,30,29,10
BZID-1304478201,28,22,15
BZID-1304351005,37,36,21
BZID-1304389038,10,1,0
BZID-1304433640,10,9,7
BZID-1304446660,1,1,0
BZID-1304350976,16,15,7
BZID-1304478978,46,45,40
BZID-1304469008,39,35,20
BZID-1304400826,20,16,8
BZID-1304418282,28,26,17
BZID-1304419590,12,8,4
BZID-1304375462,2,2,1
BZID-1304420417,10,9,5
BZID-1304477943,8,7,1
BZID-1304440166,26,22,5
BZID-1304369186,2,2,1
BZID-1304378995,19,19,10
BZID-1304413886,15,14,8
BZID-1304370458,21,18,7
BZID-1304389871,6,5,1
BZID-1304404386,19,16,7
BZID-1304420091,8,6,3
BZID-1304363107,18,18,2
BZID-1304473753,16,14,5
BZID-1304421714,13,12,5
BZID-1304372009,7,6,3
BZID-1304430701,10,6,3
BZID-1304447367,51,41,20
BZID-1304475904,12,10,5
BZID-1304399628,11,0,0
BZID-1304470219,55,54,20
BZID-1304442064,9,7,3
BZID-1304380527,19,17,8
BZID-1304416413,56,53,30
BZID-1304419438,28,25,23
BZID-1304460706,22,11,6
BZID-1304417471,16,14,5
BZID-1304373741,8,5,4
BZID-1304389607,12,10,6
BZID-1304469791,19,19,9
BZID-1304385880,25,22,6
BZID-1304476065,44,41,38
BZID-1304466683,14,12,8
BZID-1304350376,4,3,1
BZID-1304470557,48,44,15
BZID-1304457454,42,37,29
BZID-1304371782,6,5,1
BZID-1304392237,7,7,6
BZID-1304465614,21,14,6
BZID-1304351104,1,1,1
BZID-1304474732,47,37,30
BZID-1304426024,11,10,5
BZID-1304350832,20,20,3
BZID-1304350829,15,15,5
BZID-1304449193,22,21,11
BZID-1304407055,10,5,4
BZID-1304460014,35,30,18
BZID-1304384888,3,1,0
BZID-1304380267,45,34,6
BZID-1304476147,46,45,4
BZID-1304350939,9,7,4
BZID-1304382721,29,27,14
BZID-1304383421,8,8,2
BZID-1304422614,8,5,3
BZID-1304402579,11,8,4
BZID-1304412541,14,9,2
BZID-1304395175,8,7,3
BZID-1304350810,23,18,10
BZID-1304407257,17,15,8
BZID-1304453222,32,27,16
BZID-1304467831,11,8,4
BZID-1304443183,12,11,6
BZID-1304425571,20,17,12
BZID-1304350929,21,11,6
BZID-1304461938,17,13,8
BZID-1304456182,27,22,20
BZID-1304349454,38,34,23
BZID-1304470768,19,17,7
BZID-1304464143,40,38,22
BZID-1304479497,12,11,0
BZID-1304477128,38,34,20
BZID-1304426664,9,9,0
BZID-1304476569,16,13,12
BZID-1304408406,27,27,5
BZID-1304409967,1,1,1
BZID-1304396010,10,9,1
BZID-1304436719,35,25,20
BZID-1304442686,4,3,3
BZID-1304458637,25,18,8
BZID-1304427018,14,10,7
BZID-1304423505,17,10,6
BZID-1304358438,34,30,25
BZID-1304599533,4,3,1
BZID-1304355411,16,14,0
BZID-1304407187,43,40,22
BZID-1304434935,11,9,6
BZID-1304355767,11,11,1
BZID-1304437225,12,7,3
BZID-1304398729,23,20,12
BZID-1304404249,5,2,1
BZID-1304355512,26,14,7
BZID-1304467592,32,29,7
BZID-1304478113,15,12,3
BZID-1304356327,19,16,11
BZID-1304354901,18,13,8
BZID-1304355678,21,19,8
BZID-1304350600,22,20,8
BZID-1304351504,37,34,29
BZID-1304352996,37,23,22
BZID-1304354052,20,18,8
BZID-1304426793,45,43,17
BZID-1304356711,7,7,0
BZID-1304404423,23,19,2
BZID-1304355833,5,5,1
BZID-1304610598,0,1,1
BZID-1304400494,1,1,0
BZID-1304400443,2,0,0
BZID-1304393191,1,1,0
BZID-1304427431,1,0,0
BZID-1304393725,1,0,0
BZID-1304448601,1,1,0
BZID-1304424718,2,1,1
BZID-1304381341,1,1,0
BZID-1304414852,1,0,0
BZID-1304416830,1,1,0
BZID-1304365381,1,0,0
BZID-1304368500,1,0,0
BZID-1304415195,2,0,0
BZID-1304408643,1,0,0
BZID-1304596932,0,1,0
BZID-1304378153,1,0,0
BZID-1304418552,1,0,0
BZID-1304416826,2,1,0
BZID-1304605909,1,0,0
BZID-1304460237,1,0,0
BZID-1304415962,1,0,0
BZID-1304392627,1,0,0
BZID-1304564409,0,1,0
BZID-1304399495,1,0,0
BZID-1304429155,1,0,0
BZID-1304392576,2,0,0
BZID-1304443139,1,0,0
BZID-1304388023,0,1,0
BZID-1304609698,0,1,1
BZID-1304387042,1,0,0
BZID-1304409231,1,0,0
BZID-1304462481,1,0,0
BZID-1304395042,1,0,0
BZID-1304352180,1,0,0
BZID-1304409842,1,0,0
BZID-1304362308,1,0,0
BZID-1304374530,1,1,0
BZID-1304424994,1,0,0
BZID-1304440057,1,0,0
BZID-1304561089,1,0,0
BZID-1304468699,1,0,0
BZID-1304609460,1,0,0
BZID-1304401292,1,0,0
BZID-1304608329,1,0,0
BZID-1304608478,1,0,0
BZID-1304475596,1,0,0
BZID-1304364597,1,0,0
BZID-1304441845,1,0,0
BZID-1304474090,1,0,0
BZID-1304407439,1,0,0
BZID-1304389768,1,0,0
BZID-1304408646,45,40,30
BZID-1304474682,57,53,1
BZID-1304360605,21,15,7
BZID-1304471328,38,34,17
BZID-1304467095,49,39,30
BZID-1304469351,57,53,38
BZID-1304478566,53,51,33
BZID-1304404091,20,18,6
BZID-1304384043,46,44,25
BZID-1304391456,59,58,37
BZID-1304474282,59,46,40
BZID-1304449097,59,57,51
BZID-1304368797,56,54,34
BZID-1304451103,32,23,9
BZID-1304475655,54,47,31
BZID-1304464628,24,17,7
BZID-1304424227,44,39,28
BZID-1304360680,13,12,8
BZID-1304452937,55,40,31
BZID-1304363417,17,15,4
BZID-1304385083,48,45,27
BZID-1304407130,57,57,26
BZID-1304367021,15,15,2
BZID-1304379373,24,22,12
BZID-1304398301,50,43,30
BZID-1304421698,44,40,19
BZID-1304441946,32,24,21
BZID-1304462419,58,47,34
BZID-1304367987,9,6,2
BZID-1304370711,39,38,8
BZID-1304413322,18,13,4
BZID-1304437398,54,52,38
BZID-1304418168,52,41,34
BZID-1304480054,56,36,18
BZID-1304478691,59,59,56
BZID-1304395552,40,28,15
BZID-1304408149,54,50,35
BZID-1304385157,57,55,34
BZID-1304477244,54,49,41
BZID-1304422382,52,51,34
BZID-1304457636,58,50,29
BZID-1304371246,46,40,20
BZID-1304385480,25,21,10
BZID-1304437024,58,54,41
BZID-1304404369,23,17,17
BZID-1304376612,30,26,9
BZID-1304456165,55,52,25
BZID-1304401148,45,42,27
BZID-1304370978,34,34,1
BZID-1304437234,59,59,50
BZID-1304377558,38,31,26
BZID-1304382238,59,58,37
BZID-1304465254,56,56,11
BZID-1304477966,36,28,21
BZID-1304363029,5,2,1
BZID-1304428137,59,59,59
BZID-1304458892,22,13,11
BZID-1304385279,34,31,20
BZID-1304474076,42,38,11
BZID-1304417297,21,16,3
BZID-1304458602,43,35,28
BZID-1304410803,53,43,25
BZID-1304440150,34,27,5
BZID-1304410802,15,13,1
BZID-1304388266,30,28,6
BZID-1304395187,54,53,47
BZID-1304414816,36,35,16
BZID-1304407533,55,52,37
BZID-1304415067,20,9,7
BZID-1304375363,52,47,21
BZID-1304378475,50,48,29
BZID-1304458588,32,21,11
BZID-1304461582,30,26,4
BZID-1304428133,56,47,36
BZID-1304372614,44,38,29
BZID-1304409330,38,35,13
BZID-1304470229,12,9,3
BZID-1304446015,50,43,28
BZID-1304360277,26,19,16
BZID-1304397301,59,59,40
BZID-1304373252,41,34,20
BZID-1304445714,51,41,33
BZID-1304408781,44,44,35
BZID-1304464729,57,53,38
BZID-1304456578,52,42,37
BZID-1304377451,3,2,0
BZID-1304425540,59,55,53
BZID-1304470274,49,32,15
BZID-1304426103,56,44,34
BZID-1304370555,11,9,4
BZID-1304464548,58,54,50
BZID-1304466687,51,34,22
BZID-1304415938,28,20,13
BZID-1304470807,57,56,48
BZID-1304457273,57,54,3
BZID-1304360312,33,27,11
BZID-1304461437,59,59,56
BZID-1304397047,34,29,25
BZID-1304421140,45,36,27
BZID-1304428801,43,35,3
BZID-1304446733,17,16,14
BZID-1304384740,27,24,8
BZID-1304425793,58,57,41
BZID-1304466937,57,53,50
BZID-1304425956,58,53,47
BZID-1304378950,23,22,15
BZID-1304349621,52,52,36
BZID-1304391676,8,8,1
BZID-1304462644,35,16,11
BZID-1304446465,49,48,28
BZID-1304377064,13,9,3
BZID-1304406098,59,59,38
BZID-1304372261,34,30,9
BZID-1304417109,55,47,44
BZID-1304400069,42,38,26
BZID-1304466962,53,53,44
BZID-1304471273,54,50,40
BZID-1304423763,40,28,16
BZID-1304465392,45,36,27
BZID-1304374186,43,30,20
BZID-1304444257,52,40,29
BZID-1304469234,57,57,45
BZID-1304476866,56,50,44
BZID-1304466679,55,37,32
BZID-1304419059,53,48,20
BZID-1304431188,57,54,20
BZID-1304377042,12,9,5
BZID-1304371940,12,9,1
BZID-1304464641,48,24,15
BZID-1304468625,58,55,51
BZID-1304451156,52,44,21
BZID-1304469718,58,54,52
BZID-1304406512,45,41,19
BZID-1304421586,32,26,11
BZID-1304446538,57,53,41
BZID-1304449772,58,53,50
BZID-1304474172,53,37,36
BZID-1304470320,56,38,24
BZID-1304423862,56,51,38
BZID-1304459315,40,35,32
BZID-1304456358,54,50,48
BZID-1304400197,50,48,32
BZID-1304404550,53,50,37
BZID-1304426535,5,3,0
BZID-1304370537,18,14,12
BZID-1304473981,20,18,5
BZID-1304480152,57,56,46
BZID-1304420511,47,45,25
BZID-1304427546,43,36,21
BZID-1304424770,53,40,27
BZID-1304398717,23,12,10
BZID-1304473947,37,28,23
BZID-1304371617,19,13,5
BZID-1304357582,26,24,20
BZID-1304384741,28,28,8
BZID-1304461190,43,28,17
BZID-1304426493,39,32,11
BZID-1304436808,54,23,17
BZID-1304426652,37,27,17
BZID-1304355531,26,25,13
BZID-1304352091,34,34,18
BZID-1304355549,12,10,8
BZID-1304606465,32,30,22
BZID-1304355570,26,26,22
BZID-1304450131,24,19,10
BZID-1304357155,6,3,0
BZID-1304604282,8,7,3
BZID-1304355433,19,15,4
BZID-1304355556,22,19,9
BZID-1304401632,47,38,31
BZID-1304384349,4,4,2
BZID-1304455929,45,28,26
BZID-1304474263,5,5,2
BZID-1304405814,28,27,16
BZID-1304353539,28,19,14
BZID-1304349374,39,31,19
BZID-1304398000,12,12,5
BZID-1304422568,17,15,9
BZID-1304422002,27,16,11
BZID-1304356063,6,5,2
BZID-1304350149,20,19,7
BZID-1304390051,16,13,9
BZID-1304356079,27,11,6
BZID-1304420533,46,29,22
BZID-1304473630,43,42,18
BZID-1304411058,3,3,3
BZID-1304458434,2,2,0
BZID-1304605014,2,1,0
BZID-1304354885,34,34,24
BZID-1304384816,2,2,1
BZID-1304418992,24,17,6
BZID-1304435498,26,21,13
BZID-1304464332,29,24,14
BZID-1304390346,8,7,6
BZID-1304355712,3,3,2
BZID-1304604525,17,10,3
BZID-1304353576,19,19,12
