businessid,null_search_cnt
BZID-1304411626,4
BZID-1304411627,5
BZID-1304411629,1
BZID-1304411634,1
BZID-1304411637,3
BZID-1304411643,13
BZID-1304411661,3
BZID-1304411662,7
BZID-1304411673,1
BZID-1304411674,2
BZID-1304411677,1
BZID-1304411684,25
BZID-1304411685,28
BZID-1304411688,2
BZID-1304411708,6
BZID-1304411717,4
BZID-1304411734,1
BZID-1304411742,2
BZID-1304411744,16
BZID-1304411769,1
BZID-1304411786,1
BZID-1304411802,3
BZID-1304411806,1
BZID-1304411807,3
BZID-1304411810,1
BZID-1304411813,3
BZID-1304411823,1
BZID-1304411828,3
BZID-1304411832,2
BZID-1304411833,2
BZID-1304411838,1
BZID-1304411844,11
BZID-1304411850,8
BZID-1304411854,6
BZID-1304411857,1
BZID-1304411858,9
BZID-1304411873,1
BZID-1304411878,3
BZID-1304411879,1
BZID-1304411882,3
BZID-1304411903,1
BZID-1304411907,1
BZID-1304411910,1
BZID-1304411917,1
BZID-1304411919,6
BZID-1304411930,2
BZID-1304411932,2
BZID-1304411935,5
BZID-1304411940,8
BZID-1304411941,48
BZID-1304411947,4
BZID-1304411948,1
BZID-1304411950,28
BZID-1304411951,2
BZID-1304411956,4
BZID-1304411957,21
BZID-1304411959,9
BZID-1304411961,2
BZID-1304411968,1
BZID-1304411978,1
BZID-1304411981,1
BZID-1304411987,3
BZID-1304411988,4
BZID-1304411989,2
BZID-1304411992,2
BZID-1304411999,1
BZID-1304412019,2
BZID-1304412020,5
BZID-1304412027,16
BZID-1304412035,2
BZID-1304412036,4
BZID-1304412039,1
BZID-1304412040,1
BZID-1304412045,3
BZID-1304412055,3
BZID-1304412058,9
BZID-1304412060,1
BZID-1304412062,1
BZID-1304412063,1
BZID-1304412067,1
BZID-1304412068,4
BZID-1304412084,1
BZID-1304412087,8
BZID-1304412093,1
BZID-1304412095,3
BZID-1304412098,5
BZID-1304412101,10
BZID-1304412104,2
BZID-1304412107,1
BZID-1304412112,5
BZID-1304412126,2
BZID-1304412128,1
BZID-1304412134,1
BZID-1304412140,1
BZID-1304412153,32
BZID-1304412169,2
BZID-1304412179,1
BZID-1304412192,1
BZID-1304412198,1
BZID-1304412203,5
BZID-1304412206,1
BZID-1304412207,3
BZID-1304412209,3
BZID-1304412226,16
BZID-1304412241,4
BZID-1304412245,1
BZID-1304412254,5
BZID-1304412278,4
BZID-1304412279,6
BZID-1304412280,4
BZID-1304412289,4
BZID-1304412293,13
BZID-1304412295,6
BZID-1304412296,29
BZID-1304412299,1
BZID-1304412300,9
BZID-1304412306,4
BZID-1304412310,1
BZID-1304412311,34
BZID-1304412313,11
BZID-1304412317,3
BZID-1304412322,1
BZID-1304412323,1
BZID-1304412327,3
BZID-1304412331,30
BZID-1304412332,1
BZID-1304412334,3
BZID-1304412336,11
BZID-1304412339,7
BZID-1304412341,8
BZID-1304412345,1
BZID-1304412357,2
BZID-1304412361,1
BZID-1304412365,6
BZID-1304412375,5
BZID-1304412376,1
BZID-1304412381,2
BZID-1304412382,1
BZID-1304412399,1
BZID-1304412408,1
BZID-1304412411,7
BZID-1304412414,1
BZID-1304412415,12
BZID-1304412417,7
BZID-1304412428,2
BZID-1304412430,2
BZID-1304412433,4
BZID-1304412441,2
BZID-1304412450,3
BZID-1304412455,5
BZID-1304412463,4
BZID-1304412465,6
BZID-1304412469,7
BZID-1304412475,2
BZID-1304412484,1
BZID-1304412486,2
BZID-1304412487,2
BZID-1304412512,10
BZID-1304412514,1
BZID-1304412520,5
BZID-1304412522,6
BZID-1304412525,21
BZID-1304412526,14
BZID-1304412527,14
BZID-1304412532,1
BZID-1304412533,11
BZID-1304412540,1
BZID-1304412541,1
BZID-1304412547,2
BZID-1304412550,4
BZID-1304412552,3
BZID-1304412553,4
BZID-1304412564,10
BZID-1304412568,1
BZID-1304412574,1
BZID-1304412576,4
BZID-1304412580,1
BZID-1304412584,3
BZID-1304412588,1
BZID-1304412590,3
BZID-1304412591,5
BZID-1304412595,7
BZID-1304412599,3
BZID-1304412606,2
BZID-1304412608,6
BZID-1304412613,4
BZID-1304412616,1
BZID-1304412627,1
BZID-1304412637,1
BZID-1304412639,1
BZID-1304412640,4
BZID-1304412644,1
BZID-1304412652,1
BZID-1304412661,18
BZID-1304412669,1
BZID-1304412672,2
BZID-1304412681,3
BZID-1304412683,9
BZID-1304412695,1
BZID-1304412702,9
BZID-1304412708,1
BZID-1304412717,2
BZID-1304412727,2
BZID-1304412728,2
BZID-1304412730,2
BZID-1304412739,1
BZID-1304412744,3
BZID-1304412745,7
BZID-1304412753,1
BZID-1304412765,13
BZID-1304412776,12
BZID-1304412783,1
BZID-1304412784,2
BZID-1304412790,4
BZID-1304412796,4
BZID-1304412808,2
BZID-1304412809,2
BZID-1304412810,7
BZID-1304412811,37
BZID-1304412813,2
BZID-1304412815,1
BZID-1304412817,1
BZID-1304412836,1
BZID-1304412838,3
BZID-1304412842,13
BZID-1304412843,5
BZID-1304412845,3
BZID-1304412867,3
BZID-1304412872,11
BZID-1304412878,2
BZID-1304412886,1
BZID-1304412920,9
BZID-1304412927,5
BZID-1304412932,2
BZID-1304412948,3
BZID-1304412953,8
BZID-1304412956,1
BZID-1304412957,5
BZID-1304412964,10
BZID-1304412986,1
BZID-1304412991,1
BZID-1304412994,13
BZID-1304413003,1
BZID-1304413008,2
BZID-1304413009,4
BZID-1304413014,1
BZID-1304413028,8
BZID-1304413031,7
BZID-1304413033,2
BZID-1304413034,2
BZID-1304413042,2
BZID-1304413052,15
BZID-1304413054,8
BZID-1304413076,7
BZID-1304413077,2
BZID-1304413079,1
BZID-1304413093,10
BZID-1304413099,1
BZID-1304413102,1
BZID-1304413110,7
BZID-1304413112,14
BZID-1304413115,3
BZID-1304413116,1
BZID-1304413131,1
BZID-1304413140,1
BZID-1304413148,1
BZID-1304413152,1
BZID-1304413168,8
BZID-1304413172,11
BZID-1304413174,7
BZID-1304413180,20
BZID-1304413183,5
BZID-1304413187,1
BZID-1304413188,2
BZID-1304413192,14
BZID-1304413193,2
BZID-1304413195,4
BZID-1304413201,8
BZID-1304413204,1
BZID-1304413209,1
BZID-1304413213,4
BZID-1304413224,2
BZID-1304413230,4
BZID-1304413235,1
BZID-1304413240,3
BZID-1304413242,3
BZID-1304413252,1
BZID-1304413266,4
BZID-1304413269,12
BZID-1304413271,12
BZID-1304413272,13
BZID-1304413278,2
BZID-1304413283,1
BZID-1304413284,42
BZID-1304413299,3
BZID-1304413304,3
BZID-1304413313,1
BZID-1304413329,4
BZID-1304413334,7
BZID-1304413336,3
BZID-1304413344,4
BZID-1304413352,4
BZID-1304413364,29
BZID-1304413368,6
BZID-1304413377,2
BZID-1304413379,1
BZID-1304413380,2
BZID-1304413392,72
BZID-1304413398,4
BZID-1304413407,1
BZID-1304413408,1
BZID-1304413419,1
BZID-1304413421,8
BZID-1304413422,2
BZID-1304413429,1
BZID-1304413431,4
BZID-1304413433,7
BZID-1304413437,1
BZID-1304413442,15
BZID-1304413452,1
BZID-1304413455,11
BZID-1304413456,2
BZID-1304413471,1
BZID-1304413478,1
BZID-1304413487,9
BZID-1304413501,5
BZID-1304413506,1
BZID-1304413513,1
BZID-1304413517,1
BZID-1304413523,1
BZID-1304413542,4
BZID-1304413543,2
BZID-1304413545,5
BZID-1304413546,3
BZID-1304413547,2
BZID-1304413549,3
BZID-1304413558,3
BZID-1304413559,1
BZID-1304413561,1
BZID-1304413564,1
BZID-1304413565,1
BZID-1304413574,4
BZID-1304413575,10
BZID-1304413577,1
BZID-1304413583,1
BZID-1304413594,2
BZID-1304413595,30
BZID-1304413599,3
BZID-1304413623,4
BZID-1304413630,3
BZID-1304413633,1
BZID-1304413644,2
BZID-1304413645,1
BZID-1304413649,2
BZID-1304413656,2
BZID-1304413665,3
BZID-1304413668,4
BZID-1304413671,3
BZID-1304413675,1
BZID-1304413676,1
BZID-1304413678,13
BZID-1304413684,19
BZID-1304413688,1
BZID-1304413692,1
BZID-1304413693,2
BZID-1304413694,8
BZID-1304413698,4
BZID-1304413706,1
BZID-1304413729,10
BZID-1304413733,2
BZID-1304413735,1
BZID-1304413745,2
BZID-1304413759,9
BZID-1304413765,1
BZID-1304413776,7
BZID-1304413781,11
BZID-1304413782,1
BZID-1304413783,1
BZID-1304413786,2
BZID-1304413788,3
BZID-1304413797,5
BZID-1304413807,1
BZID-1304413809,1
BZID-1304413810,5
BZID-1304413817,6
BZID-1304413821,4
BZID-1304413822,1
BZID-1304413825,42
BZID-1304413828,1
BZID-1304413842,2
BZID-1304413843,2
BZID-1304413846,3
BZID-1304413847,22
BZID-1304413857,17
BZID-1304413860,13
BZID-1304413862,26
BZID-1304413865,7
BZID-1304413866,3
BZID-1304413867,1
BZID-1304413871,15
BZID-1304413875,11
BZID-1304413876,3
BZID-1304413878,2
BZID-1304413884,2
BZID-1304413885,1
BZID-1304413886,4
BZID-1304413897,3
BZID-1304413901,2
BZID-1304413902,1
BZID-1304413908,1
BZID-1304413911,2
BZID-1304413913,1
BZID-1304413914,18
BZID-1304413925,1
BZID-1304413930,2
BZID-1304413934,11
BZID-1304413950,1
BZID-1304413953,15
BZID-1304413954,5
BZID-1304413956,2
BZID-1304413971,3
BZID-1304413977,2
BZID-1304413978,2
BZID-1304413981,1
BZID-1304413984,1
BZID-1304413990,8
BZID-1304413995,14
BZID-1304413997,5
BZID-1304413999,1
BZID-1304414009,1
BZID-1304414019,1
BZID-1304414024,3
BZID-1304414027,1
BZID-1304414028,2
BZID-1304414032,5
BZID-1304414033,1
BZID-1304414066,1
BZID-1304414074,1
BZID-1304414086,2
BZID-1304414092,1
BZID-1304414102,13
BZID-1304414113,4
BZID-1304414114,6
BZID-1304414115,10
BZID-1304414122,10
BZID-1304414130,2
BZID-1304414137,11
BZID-1304414151,2
BZID-1304414157,6
BZID-1304414160,13
BZID-1304414178,6
BZID-1304414180,3
BZID-1304414183,1
BZID-1304414197,7
BZID-1304414201,4
BZID-1304414202,3
BZID-1304414203,4
BZID-1304414204,8
BZID-1304414206,3
BZID-1304414209,1
BZID-1304414210,1
BZID-1304414211,2
BZID-1304414212,3
BZID-1304414217,2
BZID-1304414218,6
BZID-1304414223,13
BZID-1304414228,3
BZID-1304414231,1
BZID-1304414237,2
BZID-1304414242,20
BZID-1304414243,6
BZID-1304414248,3
BZID-1304414249,5
BZID-1304414262,3
BZID-1304414267,1
BZID-1304414271,1
BZID-1304414281,1
BZID-1304414282,6
BZID-1304414283,4
BZID-1304414284,9
BZID-1304414290,6
BZID-1304414304,1
BZID-1304414305,5
BZID-1304414311,6
BZID-1304414316,4
BZID-1304414318,3
BZID-1304414330,6
BZID-1304414331,8
BZID-1304414342,2
BZID-1304414346,2
BZID-1304414350,25
BZID-1304414353,2
BZID-1304414354,1
BZID-1304414355,3
BZID-1304414360,7
BZID-1304414362,3
BZID-1304414364,2
BZID-1304414367,10
BZID-1304414375,1
BZID-1304414376,3
BZID-1304414382,1
BZID-1304414383,2
BZID-1304414385,1
BZID-1304414397,29
BZID-1304414400,2
BZID-1304414401,2
BZID-1304414409,1
BZID-1304414417,3
BZID-1304414425,1
BZID-1304414428,3
BZID-1304414438,2
BZID-1304414455,17
BZID-1304414464,2
BZID-1304414467,4
BZID-1304414483,1
BZID-1304414491,20
BZID-1304414497,1
BZID-1304414501,1
BZID-1304414502,2
BZID-1304414510,14
BZID-1304414511,8
BZID-1304414517,1
BZID-1304414518,2
BZID-1304414525,4
BZID-1304414528,5
BZID-1304414531,5
BZID-1304414533,1
BZID-1304414544,4
BZID-1304414554,34
BZID-1304414556,2
BZID-1304414557,1
BZID-1304414560,13
BZID-1304414566,1
BZID-1304414584,1
BZID-1304414585,2
BZID-1304414586,1
BZID-1304414589,1
BZID-1304414604,6
BZID-1304414609,2
BZID-1304414610,2
BZID-1304414613,1
BZID-1304414615,4
BZID-1304414617,1
BZID-1304414628,1
BZID-1304414635,1
BZID-1304414636,1
BZID-1304414648,1
BZID-1304414649,2
BZID-1304414653,4
BZID-1304414654,5
BZID-1304414655,1
BZID-1304414662,1
BZID-1304414665,1
BZID-1304414666,1
BZID-1304414674,2
BZID-1304414679,5
BZID-1304414686,1
BZID-1304414693,4
BZID-1304414696,2
BZID-1304414697,6
BZID-1304414710,10
BZID-1304414721,2
BZID-1304414727,4
BZID-1304414728,1
BZID-1304414731,2
BZID-1304414733,1
BZID-1304414741,1
BZID-1304414743,2
BZID-1304414750,2
BZID-1304414755,3
BZID-1304414757,8
BZID-1304414761,1
BZID-1304414776,4
BZID-1304414779,12
BZID-1304414783,23
BZID-1304414785,3
BZID-1304414794,1
BZID-1304414802,3
BZID-1304414803,37
BZID-1304414817,1
BZID-1304414829,6
BZID-1304414831,1
BZID-1304414832,1
BZID-1304414833,2
BZID-1304414839,6
BZID-1304414847,3
BZID-1304414853,3
BZID-1304414854,8
BZID-1304414856,3
BZID-1304414863,6
BZID-1304414867,4
BZID-1304414870,3
BZID-1304414877,35
BZID-1304414879,4
BZID-1304414884,1
BZID-1304414891,2
BZID-1304414895,3
BZID-1304414904,2
BZID-1304414911,5
BZID-1304414919,7
BZID-1304414922,1
BZID-1304414924,3
BZID-1304414929,6
BZID-1304414931,3
BZID-1304414936,1
BZID-1304414938,4
BZID-1304414944,2
BZID-1304414946,1
BZID-1304414948,3
BZID-1304414964,1
BZID-1304414968,1
BZID-1304414975,1
BZID-1304414979,3
BZID-1304414980,9
BZID-1304414985,2
BZID-1304414990,2
BZID-1304414998,1
BZID-1304414999,3
BZID-1304415000,5
BZID-1304415003,4
BZID-1304415009,2
BZID-1304415014,8
BZID-1304415015,7
BZID-1304415016,4
BZID-1304415018,2
BZID-1304415019,1
BZID-1304415032,1
BZID-1304415033,3
BZID-1304415037,1
BZID-1304415038,1
BZID-1304415044,1
BZID-1304415050,3
BZID-1304415052,2
BZID-1304415056,4
BZID-1304415058,5
BZID-1304415063,13
BZID-1304415065,10
BZID-1304415067,4
BZID-1304415068,7
BZID-1304415071,6
BZID-1304415078,2
BZID-1304415080,1
BZID-1304415086,5
BZID-1304415098,8
BZID-1304415099,1
BZID-1304415102,3
BZID-1304415103,3
BZID-1304415105,9
BZID-1304415107,3
BZID-1304415120,1
BZID-1304415126,3
BZID-1304415127,2
BZID-1304415129,1
BZID-1304415131,4
BZID-1304415140,4
BZID-1304415143,1
BZID-1304415146,1
BZID-1304415149,4
BZID-1304415163,1
BZID-1304415165,3
BZID-1304415168,18
BZID-1304415184,2
BZID-1304415186,5
BZID-1304415187,9
BZID-1304415188,3
BZID-1304415198,1
BZID-1304415204,1
BZID-1304415212,1
BZID-1304415220,1
BZID-1304415226,2
BZID-1304415229,2
BZID-1304415238,6
BZID-1304415242,1
BZID-1304415244,12
BZID-1304415253,1
BZID-1304415261,2
BZID-1304415269,28
BZID-1304415298,6
BZID-1304415304,3
BZID-1304415305,11
BZID-1304415308,10
BZID-1304415321,5
BZID-1304415324,1
BZID-1304415328,1
BZID-1304415342,24
BZID-1304415357,6
BZID-1304415358,6
BZID-1304415359,9
BZID-1304415364,11
BZID-1304415368,1
BZID-1304415369,1
BZID-1304415386,2
BZID-1304415392,1
BZID-1304415396,14
BZID-1304415402,2
BZID-1304415410,13
BZID-1304415435,1
BZID-1304415437,3
BZID-1304415441,7
BZID-1304415447,4
BZID-1304415455,5
BZID-1304415456,6
BZID-1304415458,4
BZID-1304415469,6
BZID-1304415472,1
BZID-1304415475,1
BZID-1304415480,7
BZID-1304415486,1
BZID-1304415506,3
BZID-1304415509,1
BZID-1304415511,2
BZID-1304415512,5
BZID-1304415516,9
BZID-1304415518,4
BZID-1304415520,1
BZID-1304415525,6
BZID-1304415527,5
BZID-1304415531,25
BZID-1304415533,1
BZID-1304415535,2
BZID-1304415540,7
BZID-1304415550,1
BZID-1304415553,2
BZID-1304415560,7
BZID-1304415567,1
BZID-1304415568,5
BZID-1304415569,22
BZID-1304415573,2
BZID-1304415594,1
BZID-1304415596,1
BZID-1304415598,2
BZID-1304415602,3
BZID-1304415603,1
BZID-1304415604,3
BZID-1304415609,1
BZID-1304415616,1
BZID-1304415618,1
BZID-1304415620,1
BZID-1304415621,20
BZID-1304415626,3
BZID-1304415628,1
BZID-1304415629,8
BZID-1304415631,4
BZID-1304415636,1
BZID-1304415641,8
BZID-1304415652,3
BZID-1304415653,7
BZID-1304415659,2
BZID-1304415666,3
BZID-1304415683,7
BZID-1304415690,4
BZID-1304415698,5
BZID-1304415703,4
BZID-1304415704,3
BZID-1304415707,1
BZID-1304415708,34
BZID-1304415709,1
BZID-1304415713,1
BZID-1304415715,1
BZID-1304415725,1
BZID-1304415726,4
BZID-1304415741,1
BZID-1304415755,1
BZID-1304415756,2
BZID-1304415769,1
BZID-1304415774,2
BZID-1304415779,3
BZID-1304415787,3
BZID-1304415793,1
BZID-1304415794,10
BZID-1304415818,3
BZID-1304415820,11
BZID-1304415823,2
BZID-1304415826,40
BZID-1304415832,1
BZID-1304415836,6
BZID-1304415837,2
BZID-1304415846,4
BZID-1304415851,3
BZID-1304415861,11
BZID-1304415867,2
BZID-1304415868,1
BZID-1304415881,8
BZID-1304415884,1
BZID-1304415894,2
BZID-1304415895,4
BZID-1304415899,4
BZID-1304415904,1
BZID-1304415905,7
BZID-1304415906,14
BZID-1304415907,1
BZID-1304415909,2
BZID-1304415919,7
BZID-1304415923,1
BZID-1304415924,1
BZID-1304415932,2
BZID-1304415935,5
BZID-1304415939,18
BZID-1304415944,5
BZID-1304415947,1
BZID-1304415968,1
BZID-1304415972,5
BZID-1304415977,1
BZID-1304415978,16
BZID-1304415981,3
BZID-1304415982,1
BZID-1304415985,3
BZID-1304415999,1
BZID-1304416000,3
BZID-1304416004,4
BZID-1304416008,4
BZID-1304416013,14
BZID-1304416020,1
BZID-1304416023,4
BZID-1304416026,3
BZID-1304416028,6
BZID-1304416029,2
BZID-1304416031,5
BZID-1304416032,4
BZID-1304416035,1
BZID-1304416041,1
BZID-1304416047,3
BZID-1304416053,5
BZID-1304416055,9
BZID-1304416065,6
BZID-1304416067,12
BZID-1304416074,10
BZID-1304416075,9
BZID-1304416092,4
BZID-1304416095,1
BZID-1304416101,1
BZID-1304416105,4
BZID-1304416106,2
BZID-1304416112,5
BZID-1304416113,3
BZID-1304416117,1
BZID-1304416118,1
BZID-1304416119,1
BZID-1304416121,5
BZID-1304416122,4
BZID-1304416123,1
BZID-1304416126,4
BZID-1304416127,1
BZID-1304416132,2
BZID-1304416133,3
BZID-1304416160,1
BZID-1304416161,1
BZID-1304416162,2
BZID-1304416168,2
BZID-1304416177,3
BZID-1304416178,5
BZID-1304416180,1
BZID-1304416191,7
BZID-1304416195,1
BZID-1304416203,3
BZID-1304416209,3
BZID-1304416213,3
BZID-1304416214,6
BZID-1304416230,3
BZID-1304416233,2
BZID-1304416240,1
BZID-1304416246,3
BZID-1304416253,1
BZID-1304416263,7
BZID-1304416269,1
BZID-1304416273,1
BZID-1304416276,4
BZID-1304416280,1
BZID-1304416282,12
BZID-1304416285,2
BZID-1304416286,1
BZID-1304416288,1
BZID-1304416296,1
BZID-1304416297,5
BZID-1304416298,1
BZID-1304416300,37
BZID-1304416301,13
BZID-1304416304,1
BZID-1304416305,2
BZID-1304416318,4
BZID-1304416319,3
BZID-1304416327,4
BZID-1304416334,4
BZID-1304416335,6
BZID-1304416336,7
BZID-1304416338,5
BZID-1304416340,1
BZID-1304416342,13
BZID-1304416343,6
BZID-1304416344,1
BZID-1304416353,1
BZID-1304416357,1
BZID-1304416358,5
BZID-1304416369,3
BZID-1304416379,5
BZID-1304416380,3
BZID-1304416386,5
BZID-1304416392,1
BZID-1304416394,1
BZID-1304416397,1
BZID-1304416398,1
BZID-1304416408,2
BZID-1304416410,1
BZID-1304416412,3
BZID-1304416416,1
BZID-1304416417,28
BZID-1304416419,1
BZID-1304416425,2
BZID-1304416427,5
BZID-1304416430,1
BZID-1304416435,2
BZID-1304416436,3
BZID-1304416437,1
BZID-1304416446,2
BZID-1304416447,8
BZID-1304416448,3
BZID-1304416449,1
BZID-1304416450,12
BZID-1304416461,1
BZID-1304416465,3
BZID-1304416470,1
BZID-1304416475,1
BZID-1304416478,1
BZID-1304416479,6
BZID-1304416483,2
BZID-1304416486,1
BZID-1304416504,1
BZID-1304416505,4
BZID-1304416508,11
BZID-1304416516,1
BZID-1304416518,8
BZID-1304416521,10
BZID-1304416528,2
BZID-1304416531,7
BZID-1304416532,1
BZID-1304416534,1
BZID-1304416537,3
BZID-1304416551,1
BZID-1304416552,4
BZID-1304416553,2
BZID-1304416561,1
BZID-1304416562,2
BZID-1304416564,1
BZID-1304416566,46
BZID-1304416567,4
BZID-1304416569,3
BZID-1304416571,6
BZID-1304416579,8
BZID-1304416583,7
BZID-1304416584,3
BZID-1304416593,2
BZID-1304416596,16
BZID-1304416597,11
BZID-1304416601,1
BZID-1304416605,1
BZID-1304416610,20
BZID-1304416617,16
BZID-1304416639,10
BZID-1304416651,1
BZID-1304416660,4
BZID-1304416661,2
BZID-1304416662,2
BZID-1304416664,8
BZID-1304416665,2
BZID-1304416670,2
BZID-1304416674,15
BZID-1304416677,5
BZID-1304416695,4
BZID-1304416697,2
BZID-1304416698,1
BZID-1304416700,1
BZID-1304416705,10
BZID-1304416711,9
BZID-1304416712,1
BZID-1304416715,2
BZID-1304416720,1
BZID-1304416721,1
BZID-1304416723,1
BZID-1304416730,9
BZID-1304416734,1
BZID-1304416738,2
BZID-1304416740,5
BZID-1304416747,1
BZID-1304416753,1
BZID-1304416760,1
BZID-1304416761,2
BZID-1304416776,3
BZID-1304416796,1
BZID-1304416798,1
BZID-1304416799,1
BZID-1304416813,5
BZID-1304416819,1
BZID-1304416824,2
BZID-1304416825,4
BZID-1304416838,3
BZID-1304416845,1
BZID-1304416851,1
BZID-1304416858,1
BZID-1304416863,5
BZID-1304416865,8
BZID-1304416875,4
BZID-1304416877,78
BZID-1304416880,2
BZID-1304416890,10
BZID-1304416895,6
BZID-1304416896,1
BZID-1304416897,1
BZID-1304416902,2
BZID-1304416915,5
BZID-1304416917,5
BZID-1304416918,4
BZID-1304416921,1
BZID-1304416923,1
BZID-1304416932,4
BZID-1304416934,3
BZID-1304416937,6
BZID-1304416941,14
BZID-1304416944,1
BZID-1304416949,13
BZID-1304416952,1
BZID-1304416956,1
BZID-1304416965,1
BZID-1304416966,1
BZID-1304416969,1
BZID-1304416970,27
BZID-1304416978,6
BZID-1304416979,4
BZID-1304416982,4
BZID-1304416983,16
BZID-1304416984,2
BZID-1304416987,1
BZID-1304417000,1
BZID-1304417005,5
BZID-1304417026,6
BZID-1304417030,6
BZID-1304417034,18
BZID-1304417035,4
BZID-1304417039,13
BZID-1304417041,1
BZID-1304417043,9
BZID-1304417052,2
BZID-1304417061,34
BZID-1304417062,2
BZID-1304417077,19
BZID-1304417081,1
BZID-1304417087,6
BZID-1304417098,3
BZID-1304417099,19
BZID-1304417104,2
BZID-1304417107,1
BZID-1304417109,20
BZID-1304417128,2
BZID-1304417129,1
BZID-1304417130,2
BZID-1304417131,14
BZID-1304417132,9
BZID-1304417143,1
BZID-1304417157,2
BZID-1304417158,1
BZID-1304417168,7
BZID-1304417176,3
BZID-1304417182,2
BZID-1304417185,13
BZID-1304417195,7
BZID-1304417197,4
BZID-1304417200,1
BZID-1304417203,3
BZID-1304417208,2
BZID-1304417212,2
BZID-1304417215,1
BZID-1304417217,1
BZID-1304417221,16
BZID-1304417223,3
BZID-1304417224,1
BZID-1304417227,1
BZID-1304417228,1
BZID-1304417233,12
BZID-1304417239,1
BZID-1304417247,1
BZID-1304417253,2
BZID-1304417256,5
BZID-1304417259,5
BZID-1304417261,7
BZID-1304417263,4
BZID-1304417275,6
BZID-1304417281,13
BZID-1304417288,1
BZID-1304417289,6
BZID-1304417295,1
BZID-1304417298,1
BZID-1304417299,2
BZID-1304417305,1
BZID-1304417309,2
BZID-1304417315,2
BZID-1304417316,1
BZID-1304417322,1
BZID-1304417328,4
BZID-1304417330,3
BZID-1304417334,2
BZID-1304417340,4
BZID-1304417343,1
BZID-1304417349,1
BZID-1304417351,21
BZID-1304417352,2
BZID-1304417360,5
BZID-1304417362,3
BZID-1304417364,1
BZID-1304417366,1
BZID-1304417367,1
BZID-1304417368,8
BZID-1304417370,1
BZID-1304417371,4
BZID-1304417374,44
BZID-1304417380,46
BZID-1304417394,1
BZID-1304417397,3
BZID-1304417401,2
BZID-1304417403,2
BZID-1304417411,1
BZID-1304417416,3
BZID-1304417420,1
BZID-1304417421,10
BZID-1304417424,2
BZID-1304417435,4
BZID-1304417439,3
BZID-1304417442,11
BZID-1304417451,1
BZID-1304417453,4
BZID-1304417457,2
BZID-1304417462,6
BZID-1304417466,1
BZID-1304417467,10
BZID-1304417470,2
BZID-1304417474,5
BZID-1304417480,1
BZID-1304417491,2
BZID-1304417499,1
BZID-1304417500,5
BZID-1304417506,3
BZID-1304417523,1
BZID-1304417525,3
BZID-1304417526,1
BZID-1304417532,1
BZID-1304417533,2
BZID-1304417539,1
BZID-1304417546,1
BZID-1304417556,10
BZID-1304417562,1
BZID-1304417567,4
BZID-1304417570,1
BZID-1304417572,1
BZID-1304417580,26
BZID-1304417581,5
BZID-1304417582,3
BZID-1304417585,1
BZID-1304417590,1
BZID-1304417601,2
BZID-1304417607,12
BZID-1304417610,1
BZID-1304417613,3
BZID-1304417615,3
BZID-1304417621,9
BZID-1304417628,3
BZID-1304417630,1
BZID-1304417634,2
BZID-1304417635,1
BZID-1304417652,7
BZID-1304417653,4
BZID-1304417655,9
BZID-1304417656,2
BZID-1304417657,6
BZID-1304417679,4
BZID-1304417688,1
BZID-1304417695,1
BZID-1304417697,15
BZID-1304417710,2
BZID-1304417711,2
BZID-1304417712,4
BZID-1304417722,2
BZID-1304417726,2
BZID-1304417739,6
BZID-1304417751,7
BZID-1304417753,3
BZID-1304417756,3
BZID-1304417764,1
BZID-1304417773,4
BZID-1304417774,4
BZID-1304417775,1
BZID-1304417780,1
BZID-1304417782,2
BZID-1304417787,1
BZID-1304417794,1
BZID-1304417802,3
BZID-1304417804,1
BZID-1304417808,6
BZID-1304417813,3
BZID-1304417819,3
BZID-1304417822,9
BZID-1304417823,36
BZID-1304417838,1
BZID-1304417842,16
BZID-1304417844,2
BZID-1304417845,3
BZID-1304417847,3
BZID-1304417855,9
BZID-1304417859,10
BZID-1304417865,3
BZID-1304417868,1
BZID-1304417870,2
BZID-1304417872,4
BZID-1304417883,1
BZID-1304417893,11
