businessid,prev_max_order_dt,prev_total_orders,prev_distinct_order_dates
BZID-1304428662,2021-12-14,144,46
BZID-1304356678,2021-12-13,5,3
BZID-1304420755,2021-12-12,5,4
BZID-1304350364,2021-12-09,4,4
BZID-1304377005,2021-11-02,1,1
BZID-1304412217,2021-08-25,3,3
BZID-1304401791,2021-09-29,6,6
BZID-1304424047,2021-03-08,5,3
BZID-1304437900,2021-02-25,1,1
BZID-1304366011,2021-11-30,31,5
BZID-1304409052,2021-12-18,41,26
BZID-1304367714,2021-10-20,1,1
BZID-1304374108,2021-12-14,11,8
BZID-1304595477,2021-12-15,9,3
BZID-1304608570,2021-12-14,4,4
BZID-1304430724,2021-12-17,6,4
BZID-1304432133,2020-12-26,2,1
BZID-1304371521,2021-12-18,26,23
BZID-1304368663,2021-12-04,2,2
BZID-1304422951,2021-04-02,30,1
BZID-1304441531,2021-12-11,37,27
BZID-1304428755,2021-11-25,2,2
BZID-1304436374,2021-02-25,2,1
BZID-1304382842,2021-12-15,28,22
BZID-1304411286,2021-12-17,14,11
BZID-1304357279,2021-12-13,11,11
BZID-1304382965,2021-12-08,29,26
BZID-1304417828,2021-11-14,3,3
BZID-1304435176,2021-10-21,3,1
BZID-1304447708,2021-12-04,9,8
BZID-1304420254,2021-10-17,7,5
BZID-1304410963,2021-07-30,1,1
BZID-1304425881,2021-06-19,1,1
BZID-1304450927,2020-03-16,2,2
BZID-1304373994,2021-09-23,2,1
BZID-1304416163,2021-12-02,4,4
BZID-1304606407,2021-12-16,1,1
BZID-1304411653,2021-10-07,2,2
BZID-1304420437,2021-07-24,2,1
BZID-1304426086,2021-08-11,2,2
BZID-1304415448,2021-10-05,3,3
BZID-1304349740,2021-11-24,1,1
BZID-1304408075,2021-07-20,1,1
BZID-1304410033,2021-09-01,4,2
BZID-1304382336,2021-09-04,1,1
BZID-1304380593,2021-12-07,3,3
BZID-1304415440,2021-12-13,6,5
BZID-1304416477,2021-12-01,4,4
BZID-1304365659,2021-12-04,4,4
BZID-1304436018,2021-08-23,2,2
BZID-1304354744,2021-11-13,1,1
BZID-1304411247,2021-11-19,2,2
BZID-1304383434,2021-12-02,2,2
BZID-1304396036,2021-08-27,1,1
BZID-1304351893,2021-11-10,1,1
BZID-1304374405,2021-09-20,1,1
BZID-1304364444,2021-12-05,3,3
BZID-1304425082,2021-04-09,1,1
BZID-1304450596,2020-03-19,1,1
BZID-1304603731,2021-12-13,4,3
BZID-1304420257,2021-09-20,1,1
BZID-1304389864,2021-09-15,1,1
BZID-1304429801,2021-07-27,1,1
BZID-1304413422,2021-12-14,8,8
BZID-1304384637,2021-12-10,1,1
BZID-1304462291,2020-01-17,3,3
BZID-1304438664,2021-03-24,1,1
BZID-1304439322,2020-09-30,1,1
BZID-1304416070,2021-08-25,1,1
BZID-1304404739,2021-10-04,3,2
BZID-1304431122,2021-02-13,1,1
BZID-1304458362,2019-08-21,2,2
BZID-1304397723,2021-08-31,1,1
BZID-1304603263,2021-12-16,1,1
BZID-1304388046,2021-09-10,1,1
BZID-1304379729,2021-09-23,1,1
BZID-1304360364,2021-10-25,2,1
BZID-1304350323,2021-10-30,1,1
BZID-1304473158,2017-10-23,1,1
BZID-1304386157,2021-09-25,2,2
BZID-1304421798,2021-07-17,2,1
BZID-1304600400,2021-12-18,1,1
BZID-1304382393,2021-09-04,1,1
BZID-1304361470,2021-10-20,1,1
BZID-1304354724,2021-11-30,1,1
BZID-1304387312,2021-11-26,8,5
BZID-1304358775,2021-10-16,1,1
BZID-1304353790,2021-11-13,2,1
BZID-1304404405,2021-08-25,1,1
BZID-1304384498,2021-09-08,1,1
BZID-1304382650,2021-09-06,1,1
BZID-1304407645,2021-09-23,2,2
BZID-1304359588,2021-11-22,2,2
BZID-1304355806,2021-12-02,2,2
BZID-1304406372,2021-08-17,1,1
BZID-1304350584,2021-10-30,1,1
BZID-1304416094,2021-08-17,1,1
BZID-1304429751,2021-09-17,2,2
BZID-1304402622,2021-08-18,3,3
BZID-1304414792,2021-09-15,2,2
BZID-1304598283,2021-12-13,1,1
BZID-1304435391,2021-11-19,7,6
BZID-1304415748,2021-08-27,2,2
BZID-1304406881,2021-11-14,1,1
BZID-1304374772,2021-09-18,1,1
BZID-1304609757,2021-12-06,1,1
BZID-1304355833,2021-11-17,1,1
BZID-1304474122,2020-11-05,3,3
BZID-1304395989,2021-08-29,1,1
BZID-1304379812,2021-09-24,1,1
BZID-1304357953,2021-10-18,1,1
BZID-1304373322,2021-10-11,1,1
BZID-1304396455,2021-09-06,1,1
BZID-1304410682,2021-09-30,1,1
BZID-1304437300,2021-02-18,1,1
BZID-1304437447,2021-02-18,1,1
BZID-1304357976,2021-10-18,1,1
BZID-1304362621,2021-11-14,5,5
BZID-1304370654,2021-12-02,2,2
BZID-1304378078,2021-09-25,1,1
BZID-1304357742,2021-10-16,1,1
BZID-1304401778,2021-08-16,3,2
BZID-1304385880,2021-11-23,2,2
BZID-1304458430,2020-01-27,1,1
BZID-1304607593,2021-12-01,1,1
BZID-1304427185,2021-10-15,2,2
BZID-1304448216,2020-02-20,2,1
BZID-1304369519,2021-10-04,1,1
BZID-1304362906,2021-11-03,1,1
BZID-1304382987,2021-11-24,2,2
BZID-1304412654,2021-08-26,1,1
BZID-1304354959,2021-11-12,1,1
BZID-1304608176,2021-12-02,1,1
BZID-1304607442,2021-12-12,5,3
BZID-1304422899,2021-12-13,1,1
BZID-1304369176,2021-12-01,3,3
BZID-1304606939,2021-11-25,1,1
BZID-1304453799,2021-04-16,2,2
BZID-1304421105,2021-07-23,1,1
BZID-1304390778,2021-11-29,2,2
BZID-1304609145,2021-11-30,1,1
BZID-1304364031,2021-10-28,1,1
BZID-1304378320,2021-09-24,1,1
BZID-1304391576,2021-09-27,2,2
BZID-1304438251,2021-02-22,1,1
BZID-1304414773,2021-06-29,2,2
BZID-1304360256,2021-10-21,1,1
BZID-1304357366,2021-11-16,1,1
BZID-1304359649,2021-11-19,1,1
BZID-1304398716,2021-12-02,2,2
BZID-1304381415,2021-10-27,5,2
BZID-1304417799,2021-12-06,3,3
BZID-1304361928,2021-10-23,1,1
BZID-1304432007,2020-11-27,2,1
BZID-1304455470,2020-06-09,1,1
BZID-1304354392,2021-11-11,1,1
BZID-1304429967,2021-06-14,1,1
BZID-1304365767,2021-10-01,1,1
BZID-1304376725,2021-09-23,1,1
BZID-1304352953,2021-12-07,2,2
BZID-1304378461,2021-10-07,1,1
BZID-1304462707,2020-01-01,1,1
BZID-1304457974,2020-03-18,1,1
BZID-1304395482,2021-08-27,1,1
BZID-1304383279,2021-09-03,1,1
BZID-1304604127,2021-11-23,2,1
BZID-1304421533,2021-09-28,1,1
BZID-1304358634,2021-12-08,1,1
BZID-1304362305,2021-12-11,3,3
BZID-1304363903,2021-10-28,1,1
BZID-1304607415,2021-12-02,2,1
BZID-1304351434,2021-11-29,1,1
BZID-1304606446,2021-12-14,6,4
BZID-1304597875,2021-12-17,1,1
BZID-1304447948,2021-09-17,2,1
BZID-1304379644,2021-09-24,1,1
BZID-1304391926,2021-11-13,1,1
BZID-1304422404,2021-09-16,1,1
BZID-1304439544,2021-06-10,1,1
BZID-1304367434,2021-10-19,3,3
BZID-1304395736,2021-11-25,3,3
BZID-1304444468,2020-09-18,1,1
BZID-1304608351,2021-11-29,1,1
BZID-1304395513,2021-12-17,12,12
BZID-1304366496,2021-10-02,1,1
BZID-1304609557,2021-12-06,1,1
BZID-1304409530,2021-10-19,1,1
BZID-1304426199,2021-09-26,4,3
BZID-1304357133,2021-11-16,1,1
BZID-1304600420,2021-12-18,2,1
BZID-1304386231,2021-11-26,1,1
BZID-1304605448,2021-11-26,1,1
BZID-1304604452,2021-11-19,1,1
BZID-1304403985,2021-09-25,1,1
BZID-1304400375,2021-12-16,1,1
BZID-1304403288,2021-08-14,1,1
BZID-1304378295,2021-09-25,1,1
BZID-1304355712,2021-11-17,1,1
BZID-1304399612,2021-12-09,3,1
BZID-1304609138,2021-12-01,1,1
BZID-1304349660,2021-11-02,1,1
BZID-1304354534,2021-11-11,1,1
BZID-1304451451,2020-03-22,4,3
BZID-1304418157,2021-12-17,41,35
BZID-1304379414,2021-12-18,33,29
BZID-1304415638,2021-12-14,47,16
BZID-1304416474,2021-09-27,12,9
BZID-1304449853,2021-11-30,84,59
BZID-1304382516,2021-12-18,13,10
BZID-1304374743,2021-12-12,29,20
BZID-1304372065,2021-12-18,7,7
BZID-1304401798,2021-12-12,29,24
BZID-1304376915,2021-12-07,25,16
BZID-1304393189,2021-10-11,5,2
BZID-1304412683,2021-12-13,39,29
BZID-1304476239,2020-04-20,13,10
BZID-1304463924,2020-04-18,10,7
BZID-1304596766,2021-12-14,1,1
BZID-1304372813,2021-10-13,1,1
BZID-1304470558,2020-11-30,9,8
BZID-1304415906,2021-10-21,24,20
BZID-1304469775,2019-07-17,11,9
BZID-1304408784,2021-08-23,3,3
BZID-1304376251,2021-09-21,1,1
BZID-1304458160,2021-09-18,14,8
BZID-1304469139,2018-07-17,8,3
BZID-1304469194,2018-06-27,6,2
BZID-1304464977,2018-01-31,1,1
BZID-1304479768,2018-03-10,12,9
BZID-1304467654,2018-05-16,2,2
BZID-1304415883,2021-12-10,42,32
BZID-1304434701,2021-11-26,36,25
BZID-1304430182,2021-12-16,28,24
BZID-1304430544,2021-12-13,25,21
BZID-1304607700,2021-12-14,5,5
BZID-1304404336,2021-12-15,71,53
BZID-1304411390,2021-12-09,6,4
BZID-1304399846,2021-10-30,7,7
BZID-1304391997,2021-12-10,26,24
BZID-1304408284,2021-12-10,2,2
BZID-1304392473,2021-09-16,12,7
BZID-1304433667,2021-12-08,57,42
BZID-1304417707,2021-09-20,16,14
BZID-1304420358,2021-08-10,2,2
BZID-1304396243,2021-12-14,58,36
BZID-1304478586,2020-10-14,20,15
BZID-1304474540,2021-12-02,27,27
BZID-1304457501,2021-08-21,51,44
BZID-1304368548,2021-12-14,3,3
BZID-1304380412,2021-12-13,33,22
BZID-1304462380,2021-11-23,13,12
BZID-1304418410,2021-12-16,111,73
BZID-1304388860,2021-12-03,13,11
BZID-1304595737,2021-12-17,5,5
BZID-1304427009,2021-12-18,22,18
BZID-1304358630,2021-12-17,23,21
BZID-1304370710,2021-12-17,17,16
BZID-1304415501,2021-06-28,2,2
BZID-1304360280,2021-12-18,43,17
BZID-1304403674,2021-12-03,7,7
BZID-1304382607,2021-12-07,13,13
BZID-1304389654,2021-12-16,14,13
BZID-1304392083,2021-12-17,40,16
BZID-1304400078,2021-12-10,4,4
BZID-1304421100,2021-11-18,20,13
BZID-1304357972,2021-12-11,19,14
BZID-1304430636,2021-12-10,8,8
BZID-1304410146,2021-11-29,39,31
BZID-1304349289,2021-12-18,14,5
BZID-1304396099,2021-09-18,2,2
BZID-1304403852,2021-11-18,72,10
BZID-1304392509,2021-09-05,6,4
BZID-1304412305,2021-09-22,6,5
BZID-1304430190,2021-11-23,18,13
BZID-1304401653,2021-08-20,3,2
BZID-1304421695,2021-12-15,6,5
BZID-1304373042,2021-12-07,6,6
BZID-1304429316,2021-06-22,1,1
BZID-1304417348,2021-09-01,5,4
BZID-1304360899,2021-10-19,1,1
BZID-1304391277,2021-10-18,4,3
BZID-1304607029,2021-12-18,1,1
BZID-1304419496,2021-12-17,40,34
BZID-1304413324,2021-08-05,2,1
BZID-1304607322,2021-12-13,9,4
BZID-1304446244,2021-12-06,43,30
BZID-1304456501,2019-01-16,6,2
BZID-1304444236,2020-09-10,2,2
BZID-1304435152,2021-08-25,11,11
BZID-1304444473,2020-11-24,33,19
BZID-1304450429,2020-10-17,24,16
BZID-1304417602,2021-07-05,1,1
BZID-1304371348,2021-12-15,9,6
BZID-1304445370,2021-12-10,51,36
BZID-1304434236,2021-06-10,2,2
BZID-1304433020,2021-11-19,27,26
BZID-1304430786,2021-06-07,1,1
BZID-1304447025,2021-07-02,24,17
BZID-1304420154,2021-12-15,69,39
BZID-1304368281,2021-12-04,2,2
BZID-1304424020,2021-12-09,9,9
BZID-1304424674,2021-12-03,12,11
BZID-1304412580,2021-12-13,6,5
BZID-1304421617,2021-12-16,17,11
BZID-1304350802,2021-11-18,2,2
BZID-1304609219,2021-12-12,4,3
BZID-1304418558,2021-12-08,33,21
BZID-1304411173,2021-11-07,23,5
BZID-1304421551,2021-12-03,7,1
BZID-1304392824,2021-11-30,12,12
BZID-1304405941,2021-08-16,1,1
BZID-1304408285,2021-12-08,17,15
BZID-1304401365,2021-10-02,49,11
BZID-1304418620,2021-12-18,72,48
BZID-1304413381,2021-12-15,7,5
BZID-1304407767,2021-07-20,1,1
BZID-1304406126,2021-12-16,34,26
BZID-1304401915,2021-08-29,1,1
BZID-1304439216,2021-12-09,171,21
BZID-1304353270,2021-12-17,31,18
BZID-1304414032,2021-12-14,10,9
BZID-1304404058,2021-12-18,29,20
BZID-1304598558,2021-12-17,7,3
BZID-1304421267,2021-12-14,28,20
BZID-1304415949,2021-08-30,10,8
BZID-1304409570,2021-07-30,1,1
BZID-1304377556,2021-11-29,9,6
BZID-1304397565,2021-11-01,6,4
BZID-1304391992,2021-11-14,4,4
BZID-1304447766,2021-12-13,30,9
BZID-1304384085,2021-11-05,7,4
BZID-1304373541,2021-10-11,1,1
BZID-1304421428,2021-11-06,2,2
BZID-1304389024,2021-12-15,35,17
BZID-1304413658,2021-08-06,1,1
BZID-1304395729,2021-11-20,2,2
BZID-1304598809,2021-12-14,1,1
BZID-1304410985,2021-12-17,25,18
BZID-1304371418,2021-12-14,8,6
BZID-1304425598,2021-07-03,5,5
BZID-1304353811,2021-12-13,5,5
BZID-1304598127,2021-12-14,1,1
BZID-1304376788,2021-11-20,4,4
BZID-1304429643,2021-12-18,27,22
BZID-1304398525,2021-08-20,2,2
BZID-1304412939,2021-10-07,2,1
BZID-1304461802,2021-11-12,8,5
BZID-1304597279,2021-12-16,1,1
BZID-1304379391,2021-10-12,2,2
BZID-1304610779,2021-12-16,6,6
BZID-1304607092,2021-11-25,2,1
BZID-1304411922,2021-12-14,12,7
BZID-1304598873,2021-12-15,1,1
BZID-1304369423,2021-12-18,13,11
BZID-1304453550,2020-06-05,2,1
BZID-1304427423,2021-12-07,45,29
BZID-1304422994,2021-12-08,23,13
BZID-1304437407,2021-11-23,10,9
BZID-1304423412,2021-04-30,8,5
BZID-1304458574,2019-11-18,12,12
BZID-1304458145,2019-12-16,41,30
BZID-1304462485,2020-01-20,1,1
BZID-1304430002,2021-11-30,20,14
BZID-1304420193,2021-10-12,7,3
BZID-1304408637,2021-11-09,12,7
BZID-1304356310,2021-12-18,7,7
BZID-1304467947,2021-12-18,86,56
BZID-1304474108,2017-12-29,1,1
BZID-1304465300,2020-12-02,36,28
BZID-1304412262,2021-08-30,5,5
BZID-1304391887,2021-11-25,4,4
BZID-1304403147,2021-10-11,9,5
BZID-1304451553,2020-03-11,1,1
BZID-1304386128,2021-09-14,1,1
BZID-1304372271,2021-10-13,1,1
BZID-1304437776,2021-03-11,2,2
BZID-1304378756,2021-11-19,1,1
BZID-1304362508,2021-10-23,1,1
BZID-1304397869,2021-12-17,1,1
BZID-1304371990,2021-12-04,2,2
BZID-1304400574,2021-09-27,1,1
BZID-1304604284,2021-11-20,1,1
BZID-1304402131,2021-11-03,6,5
BZID-1304429917,2021-10-22,3,3
BZID-1304417640,2021-09-14,1,1
BZID-1304447839,2021-09-09,1,1
BZID-1304378906,2021-09-23,2,1
BZID-1304447738,2021-09-17,1,1
BZID-1304448686,2021-09-17,1,1
BZID-1304439269,2021-02-11,1,1
BZID-1304412548,2021-08-05,1,1
BZID-1304356953,2021-11-18,1,1
BZID-1304420923,2021-07-17,2,1
BZID-1304429043,2021-09-04,1,1
BZID-1304396111,2021-12-13,2,2
BZID-1304370342,2021-10-09,1,1
BZID-1304370424,2021-10-09,1,1
BZID-1304384349,2021-09-13,1,1
BZID-1304472757,2017-01-02,2,1
BZID-1304352785,2021-11-12,1,1
BZID-1304383001,2021-09-03,1,1
BZID-1304597891,2021-12-17,3,1
BZID-1304404315,2021-08-13,1,1
BZID-1304371730,2021-12-04,2,2
BZID-1304435300,2021-01-20,1,1
BZID-1304392444,2021-11-18,1,1
BZID-1304604792,2021-12-15,1,1
BZID-1304367718,2021-11-09,1,1
BZID-1304392769,2021-08-26,1,1
BZID-1304382386,2021-09-06,1,1
BZID-1304383238,2021-09-03,1,1
BZID-1304406505,2021-09-22,1,1
BZID-1304385237,2021-09-07,1,1
BZID-1304445425,2020-08-12,1,1
BZID-1304605910,2021-11-27,1,1
BZID-1304442869,2020-07-12,2,2
BZID-1304412815,2021-11-15,1,1
BZID-1304385072,2021-09-07,1,1
BZID-1304439228,2021-10-08,1,1
BZID-1304411003,2021-07-30,1,1
BZID-1304410662,2021-07-31,1,1
BZID-1304356516,2021-11-17,2,2
BZID-1304448045,2020-02-20,1,1
BZID-1304610017,2021-12-08,1,1
BZID-1304598522,2021-12-14,1,1
BZID-1304440918,2020-07-17,1,1
BZID-1304412086,2021-12-07,5,4
BZID-1304383502,2021-12-05,5,5
BZID-1304406574,2021-12-18,6,6
BZID-1304408583,2021-07-27,1,1
BZID-1304375424,2021-09-17,1,1
BZID-1304470971,2018-11-16,1,1
BZID-1304464929,2019-02-01,1,1
BZID-1304421050,2021-08-10,2,2
BZID-1304403279,2021-08-14,1,1
BZID-1304426492,2021-09-24,2,2
BZID-1304464559,2018-12-21,1,1
BZID-1304368188,2021-10-06,1,1
BZID-1304443729,2020-10-17,1,1
BZID-1304404698,2021-09-25,1,1
BZID-1304604496,2021-11-27,1,1
BZID-1304386428,2021-11-22,3,3
BZID-1304603440,2021-11-22,1,1
BZID-1304388874,2021-09-19,1,1
BZID-1304352066,2021-11-09,1,1
BZID-1304435760,2021-07-20,1,1
BZID-1304356446,2021-11-17,1,1
BZID-1304446578,2020-09-08,1,1
BZID-1304451141,2020-03-15,1,1
BZID-1304451048,2020-02-25,1,1
BZID-1304394699,2021-08-28,1,1
BZID-1304362720,2021-10-22,1,1
BZID-1304361066,2021-12-03,1,1
BZID-1304610555,2021-12-11,4,2
BZID-1304362399,2021-10-25,5,1
BZID-1304435976,2021-10-12,1,1
BZID-1304417284,2021-07-06,1,1
BZID-1304461197,2019-06-06,1,1
BZID-1304458586,2019-07-05,1,1
BZID-1304470441,2019-04-25,1,1
BZID-1304388961,2021-09-15,3,1
BZID-1304408406,2021-08-16,1,1
BZID-1304409723,2021-07-24,1,1
BZID-1304354365,2021-11-11,1,1
BZID-1304608261,2021-12-07,2,2
BZID-1304417579,2021-07-05,1,1
BZID-1304609877,2021-12-07,1,1
BZID-1304443344,2020-08-27,2,2
BZID-1304384083,2021-09-08,1,1
BZID-1304358008,2021-10-18,1,1
BZID-1304372051,2021-10-19,3,3
BZID-1304596395,2021-12-08,1,1
BZID-1304598026,2021-12-17,2,2
BZID-1304408269,2021-09-23,3,1
BZID-1304432854,2020-11-12,1,1
BZID-1304460137,2019-06-26,1,1
BZID-1304433062,2020-11-09,1,1
BZID-1304438591,2021-02-25,1,1
BZID-1304400369,2021-08-06,1,1
BZID-1304437311,2021-02-18,1,1
BZID-1304434533,2020-12-25,2,2
BZID-1304414377,2021-08-04,1,1
BZID-1304418086,2021-06-28,1,1
BZID-1304407061,2021-07-23,1,1
BZID-1304402145,2021-08-11,1,1
BZID-1304606369,2021-11-25,2,1
BZID-1304363236,2021-10-23,2,1
BZID-1304349484,2021-11-12,3,2
BZID-1304384704,2021-09-09,1,1
BZID-1304357776,2021-10-16,1,1
BZID-1304389495,2021-09-13,1,1
BZID-1304607922,2021-12-03,1,1
BZID-1304367052,2021-12-11,1,1
BZID-1304472591,2020-10-07,1,1
BZID-1304435285,2021-03-03,2,2
BZID-1304401135,2021-12-06,1,1
BZID-1304363107,2021-10-23,1,1
BZID-1304382558,2021-09-29,1,1
BZID-1304441608,2020-07-25,1,1
BZID-1304414625,2021-08-03,1,1
BZID-1304611177,2021-12-04,1,1
BZID-1304357341,2021-11-16,1,1
BZID-1304456681,2019-04-07,1,1
BZID-1304390619,2021-08-21,1,1
BZID-1304446385,2020-10-12,1,1
BZID-1304397084,2021-10-19,1,1
BZID-1304607933,2021-12-03,1,1
BZID-1304609949,2021-12-08,1,1
BZID-1304367089,2021-09-30,1,1
BZID-1304365914,2021-10-01,1,1
BZID-1304357050,2021-11-17,1,1
BZID-1304432249,2020-10-31,1,1
BZID-1304362398,2021-11-25,1,1
BZID-1304442145,2020-11-03,2,2
BZID-1304374550,2021-09-18,1,1
BZID-1304451732,2020-06-21,1,1
BZID-1304471843,2018-10-01,1,1
BZID-1304450435,2020-07-03,1,1
BZID-1304435995,2021-02-02,2,2
BZID-1304436181,2021-02-13,3,3
BZID-1304437093,2021-01-09,1,1
BZID-1304598002,2021-12-17,1,1
BZID-1304357340,2021-11-16,1,1
BZID-1304610410,2021-12-10,1,1
BZID-1304435506,2021-01-18,1,1
BZID-1304370364,2021-10-09,1,1
BZID-1304353355,2021-12-04,1,1
BZID-1304372824,2021-10-09,1,1
BZID-1304407315,2021-09-06,1,1
BZID-1304408055,2021-07-19,1,1
BZID-1304351418,2021-11-26,1,1
BZID-1304435640,2021-01-19,1,1
BZID-1304389907,2021-09-14,1,1
BZID-1304605981,2021-11-27,1,1
BZID-1304408648,2021-10-19,1,1
BZID-1304354402,2021-11-11,1,1
BZID-1304388333,2021-09-16,2,1
BZID-1304389788,2021-09-15,2,1
BZID-1304389798,2021-09-15,1,1
BZID-1304605720,2021-12-04,2,2
BZID-1304355504,2021-11-18,1,1
BZID-1304478668,2017-12-29,1,1
BZID-1304458053,2019-06-19,1,1
BZID-1304356530,2021-11-16,1,1
BZID-1304608197,2021-12-02,1,1
BZID-1304356915,2021-11-17,1,1
BZID-1304597860,2021-12-17,1,1
BZID-1304362703,2021-10-22,1,1
BZID-1304397732,2021-08-31,1,1
BZID-1304365921,2021-10-01,1,1
BZID-1304413309,2021-09-21,1,1
BZID-1304351123,2021-12-03,1,1
BZID-1304429675,2021-10-20,1,1
BZID-1304361432,2021-10-24,1,1
BZID-1304365842,2021-10-01,1,1
BZID-1304362914,2021-10-22,1,1
BZID-1304373784,2021-09-18,1,1
BZID-1304449426,2021-09-20,6,6
BZID-1304385127,2021-09-06,1,1
BZID-1304361352,2021-10-20,1,1
BZID-1304596236,2021-12-08,1,1
BZID-1304454743,2020-06-08,1,1
BZID-1304473888,2017-03-22,1,1
BZID-1304401787,2021-10-12,1,1
BZID-1304361061,2021-10-20,1,1
BZID-1304414524,2021-08-03,1,1
BZID-1304476858,2020-10-19,1,1
BZID-1304407369,2021-09-28,1,1
BZID-1304380308,2021-09-29,1,1
BZID-1304361786,2021-12-17,5,3
BZID-1304606313,2021-12-18,8,5
BZID-1304460626,2019-11-12,61,21
BZID-1304472909,2016-11-19,11,3
BZID-1304389082,2021-12-14,28,17
BZID-1304413504,2021-11-30,2,2
BZID-1304461763,2021-11-29,5,4
BZID-1304352685,2021-12-13,16,12
BZID-1304451596,2021-12-12,29,25
BZID-1304359061,2021-12-16,2,2
BZID-1304367400,2021-12-03,14,13
BZID-1304399537,2021-12-17,66,47
BZID-1304420791,2021-12-10,11,10
BZID-1304603668,2021-11-23,1,1
BZID-1304419475,2021-08-11,20,6
BZID-1304410110,2021-11-26,7,5
BZID-1304401651,2021-09-18,12,5
BZID-1304372179,2021-11-21,2,2
BZID-1304396929,2021-12-14,22,14
BZID-1304365877,2021-10-01,1,1
BZID-1304363524,2021-12-17,11,6
BZID-1304597744,2021-12-18,1,1
BZID-1304353591,2021-12-03,4,2
BZID-1304359117,2021-12-17,9,8
BZID-1304451481,2021-08-05,24,13
BZID-1304412118,2021-12-16,5,3
BZID-1304366730,2021-09-30,1,1
BZID-1304415723,2021-07-18,1,1
BZID-1304424944,2021-07-23,9,8
BZID-1304448855,2021-11-20,39,12
BZID-1304364137,2021-12-18,22,18
BZID-1304414475,2021-10-22,4,4
BZID-1304434268,2021-08-03,38,23
BZID-1304404141,2021-08-13,1,1
BZID-1304471237,2021-12-18,84,71
BZID-1304434309,2021-12-11,30,24
BZID-1304370368,2021-10-13,1,1
BZID-1304378457,2021-10-02,2,2
BZID-1304426807,2021-04-02,1,1
BZID-1304438697,2021-05-15,5,5
BZID-1304442430,2020-10-08,8,6
BZID-1304435748,2021-04-03,1,1
BZID-1304431891,2021-07-29,14,13
BZID-1304433564,2021-04-20,14,13
BZID-1304606576,2021-12-18,20,14
BZID-1304364985,2021-12-12,12,11
BZID-1304388578,2021-12-11,14,7
BZID-1304457773,2019-09-01,11,6
BZID-1304441679,2020-07-25,1,1
BZID-1304382666,2021-10-01,5,2
BZID-1304463419,2019-10-15,1,1
BZID-1304424938,2021-11-12,6,6
BZID-1304456271,2021-08-12,21,20
BZID-1304442630,2021-04-01,16,15
BZID-1304446060,2021-08-11,36,33
BZID-1304394477,2021-12-16,40,4
BZID-1304390861,2021-12-04,13,11
BZID-1304378073,2021-12-15,6,4
BZID-1304610609,2021-12-03,1,1
BZID-1304370895,2021-12-08,4,3
BZID-1304604143,2021-12-16,13,8
BZID-1304607409,2021-12-17,6,4
BZID-1304359538,2021-12-08,8,5
BZID-1304419846,2021-07-08,1,1
BZID-1304411238,2021-12-16,16,12
BZID-1304420763,2021-11-13,9,5
BZID-1304364385,2021-11-08,3,2
BZID-1304414064,2021-12-07,16,14
BZID-1304410986,2021-10-11,1,1
BZID-1304607880,2021-12-16,3,3
BZID-1304430961,2021-12-17,18,14
BZID-1304417752,2021-12-07,3,3
BZID-1304360897,2021-11-02,5,3
BZID-1304389966,2021-09-18,2,2
BZID-1304357736,2021-10-16,1,1
BZID-1304385868,2021-12-16,18,10
BZID-1304610591,2021-12-13,2,2
BZID-1304413558,2021-12-08,24,14
BZID-1304382025,2021-09-22,2,2
BZID-1304457907,2021-11-30,20,18
BZID-1304413426,2021-10-19,13,9
BZID-1304408636,2021-12-16,3,2
BZID-1304387345,2021-12-13,9,5
BZID-1304389459,2021-10-03,26,11
BZID-1304378130,2021-12-07,7,7
BZID-1304474831,2021-09-25,17,17
BZID-1304463034,2019-11-12,2,2
BZID-1304432123,2021-01-15,2,2
BZID-1304439758,2020-11-08,6,5
BZID-1304444918,2020-10-12,14,9
BZID-1304456413,2020-08-24,5,4
BZID-1304450490,2020-12-10,12,11
BZID-1304445923,2020-12-08,9,8
BZID-1304387007,2021-11-27,12,3
BZID-1304444915,2020-09-24,5,5
BZID-1304440511,2020-08-07,2,2
BZID-1304423011,2021-03-18,1,1
BZID-1304444962,2020-08-21,3,1
BZID-1304477649,2020-09-22,4,2
BZID-1304438334,2021-06-16,3,3
BZID-1304454919,2020-09-21,13,13
BZID-1304474151,2021-03-12,17,9
BZID-1304451333,2021-01-10,116,41
BZID-1304403907,2021-11-08,16,5
BZID-1304480198,2017-11-25,19,1
BZID-1304356050,2021-11-26,1,1
BZID-1304477067,2017-12-08,3,3
BZID-1304473556,2018-10-15,1,1
BZID-1304466731,2018-06-20,11,6
BZID-1304421583,2021-12-08,15,13
BZID-1304395722,2021-12-07,8,7
BZID-1304371821,2021-11-24,2,2
BZID-1304409985,2021-11-29,7,6
BZID-1304393280,2021-08-23,1,1
BZID-1304417334,2021-09-14,6,2
BZID-1304604248,2021-12-18,20,10
BZID-1304420173,2021-09-16,1,1
BZID-1304374480,2021-09-20,1,1
BZID-1304360898,2021-10-19,1,1
BZID-1304368368,2021-11-16,5,4
BZID-1304381758,2021-09-28,1,1
BZID-1304383358,2021-12-17,48,39
BZID-1304406550,2021-07-22,1,1
BZID-1304368887,2021-10-04,1,1
BZID-1304429784,2021-12-09,8,8
BZID-1304422819,2021-09-18,4,4
BZID-1304428782,2021-11-19,6,6
BZID-1304397773,2021-11-27,4,3
BZID-1304386408,2021-10-26,7,2
