businessid,cta_dt_cnt,ppv_plv_dt_cnt,atc_dt_cnt
BZID-1304429863,19,19,8
BZID-1304373747,8,4,1
BZID-1304464795,17,11,10
BZID-1304418243,57,49,37
BZID-1304469351,58,54,32
BZID-1304350859,26,18,16
BZID-1304582823,57,56,16
BZID-1304428814,23,24,3
BZID-1304378950,50,31,21
BZID-1304428795,37,33,29
BZID-1304435879,37,31,16
BZID-1304432911,9,7,4
BZID-1304358759,42,23,11
BZID-1304472297,58,57,52
BZID-1304430006,16,13,5
BZID-1304460465,51,43,26
BZID-1304414674,57,57,45
BZID-1304606435,20,19,9
BZID-1304428660,26,25,12
BZID-1304451156,54,46,34
BZID-1304461190,48,27,11
BZID-1304428840,39,23,4
BZID-1304434749,28,20,6
BZID-1304428161,34,26,8
BZID-1304436062,43,20,13
BZID-1304605155,49,37,22
BZID-1304467576,44,30,29
BZID-1304603494,63,56,51
BZID-1304417109,50,48,30
BZID-1304405970,35,33,19
BZID-1304462125,43,40,34
BZID-1304450645,61,57,43
BZID-1304471798,31,21,8
BZID-1304567412,31,27,17
BZID-1304358733,52,39,32
BZID-1304404411,30,22,11
BZID-1304421249,51,41,21
BZID-1304438603,55,43,24
BZID-1304596019,37,32,23
BZID-1304396588,34,23,15
BZID-1304355550,38,27,26
BZID-1304404784,34,27,21
BZID-1304398272,38,31,16
BZID-1304419674,32,30,12
BZID-1304563112,36,31,18
BZID-1304464145,59,50,38
BZID-1304472747,57,55,22
BZID-1304476866,59,47,46
BZID-1304469441,59,57,47
BZID-1304459078,26,22,19
BZID-1304474076,40,38,10
BZID-1304429728,18,17,13
BZID-1304451440,50,33,16
BZID-1304387680,44,25,21
BZID-1304478682,44,33,18
BZID-1304398093,37,36,22
BZID-1304461885,56,51,42
BZID-1304402020,34,29,13
BZID-1304423509,46,43,25
BZID-1304357704,54,51,28
BZID-1304404349,43,43,6
BZID-1304401725,61,55,42
BZID-1304362349,30,24,10
BZID-1304465446,44,31,22
BZID-1304362367,4,3,3
BZID-1304426451,22,17,10
BZID-1304418705,46,33,16
BZID-1304397186,32,19,14
BZID-1304605821,39,37,15
BZID-1304562658,3,2,1
BZID-1304452937,58,49,40
BZID-1304420747,33,31,21
BZID-1304608203,20,7,3
BZID-1304430063,8,6,4
BZID-1304463287,42,25,14
BZID-1304371246,59,53,30
BZID-1304478491,50,45,31
BZID-1304467112,36,31,6
BZID-1304374186,48,37,29
BZID-1304397272,42,36,20
BZID-1304401071,28,19,15
BZID-1304352884,33,26,8
BZID-1304596369,46,39,25
BZID-1304446414,41,22,9
BZID-1304461898,40,33,9
BZID-1304379795,33,28,15
BZID-1304381345,10,8,4
BZID-1304391427,43,32,38
BZID-1304449473,49,40,35
BZID-1304425267,42,39,18
BZID-1304407350,1,0,0
BZID-1304429841,51,47,28
BZID-1304423862,62,60,31
BZID-1304576539,25,19,9
BZID-1304476034,62,53,43
BZID-1304566549,45,44,33
BZID-1304441114,13,12,11
BZID-1304436827,47,43,39
BZID-1304605304,48,41,20
BZID-1304458602,45,33,27
BZID-1304471555,46,35,25
BZID-1304447184,22,21,7
BZID-1304408149,57,51,34
BZID-1304459872,53,46,35
BZID-1304608984,47,44,17
BZID-1304604241,38,36,23
BZID-1304360168,27,24,9
BZID-1304595232,41,39,13
BZID-1304415939,62,60,41
BZID-1304608109,50,34,27
BZID-1304398094,9,9,4
BZID-1304446733,29,25,24
BZID-1304462345,44,37,19
BZID-1304394087,21,21,9
BZID-1304350174,28,27,11
BZID-1304413771,11,9,4
BZID-1304460895,23,18,5
BZID-1304442690,29,23,6
BZID-1304577329,31,21,6
BZID-1304425432,33,26,11
BZID-1304415779,57,49,38
BZID-1304608499,28,24,13
BZID-1304409839,46,36,23
BZID-1304377153,53,52,34
BZID-1304388757,58,50,44
BZID-1304408745,3,2,1
BZID-1304447433,8,7,2
BZID-1304392415,43,33,24
BZID-1304478874,52,44,27
BZID-1304366822,6,6,2
BZID-1304609654,8,6,3
BZID-1304448215,27,22,7
BZID-1304410905,35,32,14
BZID-1304434969,51,51,16
BZID-1304368370,21,12,4
BZID-1304474509,41,34,23
BZID-1304361124,58,56,20
BZID-1304566026,12,8,2
BZID-1304426248,3,2,1
BZID-1304604781,38,32,7
BZID-1304460331,60,58,30
BZID-1304408187,41,26,8
BZID-1304391001,51,34,20
BZID-1304563253,8,7,2
BZID-1304458537,61,52,40
BZID-1304429445,24,17,8
BZID-1304474661,59,48,44
BZID-1304562932,3,3,1
BZID-1304466804,28,19,11
BZID-1304434968,44,28,21
BZID-1304432366,43,38,23
BZID-1304349432,11,12,6
BZID-1304437398,58,51,36
BZID-1304358681,23,19,14
BZID-1304380730,45,41,40
BZID-1304466679,58,39,31
BZID-1304606249,30,18,11
BZID-1304466697,23,22,13
BZID-1304423761,47,20,14
BZID-1304590408,34,33,18
BZID-1304589256,28,28,11
BZID-1304427030,55,44,22
BZID-1304610462,61,59,40
BZID-1304425039,59,55,47
BZID-1304424660,33,15,13
BZID-1304392622,15,12,5
BZID-1304397293,46,44,34
BZID-1304575342,19,16,9
BZID-1304476209,33,27,20
BZID-1304424617,62,54,48
BZID-1304421023,39,34,19
BZID-1304371945,21,18,7
BZID-1304389072,56,48,26
BZID-1304372261,10,9,0
BZID-1304372708,25,15,11
BZID-1304398311,48,41,25
BZID-1304376612,30,30,12
BZID-1304610405,38,38,22
BZID-1304605490,18,5,2
BZID-1304475298,33,29,18
BZID-1304424586,46,36,21
BZID-1304389782,60,43,38
BZID-1304423740,31,27,17
BZID-1304370387,46,38,26
BZID-1304422394,41,30,24
BZID-1304374320,57,48,14
BZID-1304449963,41,39,10
BZID-1304395910,24,20,13
BZID-1304425385,2,1,1
BZID-1304387477,26,18,7
BZID-1304383741,15,12,8
BZID-1304431754,21,5,4
BZID-1304466166,19,14,8
BZID-1304465433,58,44,32
BZID-1304375002,27,23,18
BZID-1304377332,17,16,5
BZID-1304423793,25,19,11
BZID-1304391606,59,52,30
BZID-1304473115,38,33,17
BZID-1304459315,44,39,29
BZID-1304606915,9,7,1
BZID-1304430175,40,29,11
BZID-1304360706,56,56,7
BZID-1304407130,63,62,21
BZID-1304382482,39,33,15
BZID-1304407945,46,45,20
BZID-1304568118,21,19,13
BZID-1304370976,15,11,7
BZID-1304610120,27,25,11
BZID-1304467463,19,13,8
BZID-1304391324,1,1,1
BZID-1304386047,3,2,0
BZID-1304410674,21,15,8
BZID-1304423506,35,31,21
BZID-1304464079,30,19,12
BZID-1304607539,50,46,22
BZID-1304467248,57,51,41
BZID-1304429484,16,13,4
BZID-1304350771,44,44,8
BZID-1304361491,52,46,11
BZID-1304447608,31,23,10
BZID-1304378941,51,46,24
BZID-1304578026,23,16,6
BZID-1304425610,34,9,6
BZID-1304429600,42,33,10
BZID-1304426996,20,20,8
BZID-1304383966,56,51,27
BZID-1304566730,44,41,20
BZID-1304383536,43,28,20
BZID-1304375413,29,24,2
BZID-1304599409,35,34,3
BZID-1304389569,45,34,24
BZID-1304361974,40,37,24
BZID-1304401166,14,13,3
BZID-1304442893,22,21,10
BZID-1304376200,36,31,15
BZID-1304598240,38,34,15
BZID-1304564256,2,2,1
BZID-1304600924,7,6,4
BZID-1304429977,32,30,19
BZID-1304480172,50,35,18
BZID-1304380321,48,43,31
BZID-1304359545,28,27,14
BZID-1304424554,47,38,26
BZID-1304564449,9,7,1
BZID-1304597151,30,25,16
BZID-1304416714,27,18,9
BZID-1304399156,38,35,7
BZID-1304392909,7,6,0
BZID-1304458854,23,17,7
BZID-1304444284,27,18,7
BZID-1304595954,13,11,10
BZID-1304564378,1,1,0
BZID-1304365623,33,24,5
BZID-1304443715,28,22,9
BZID-1304564393,27,18,4
BZID-1304574632,42,39,21
BZID-1304466687,50,33,25
BZID-1304414870,32,24,12
BZID-1304564391,10,9,2
BZID-1304419860,6,4,3
BZID-1304367579,31,17,15
BZID-1304436808,59,35,30
BZID-1304400691,58,49,39
BZID-1304363410,10,9,5
BZID-1304382865,2,1,0
BZID-1304410084,30,24,14
BZID-1304427890,43,43,3
BZID-1304370537,29,22,11
BZID-1304405608,26,18,17
BZID-1304396196,30,19,14
BZID-1304577174,38,36,18
BZID-1304405501,17,9,2
BZID-1304422058,39,27,17
BZID-1304565242,7,3,1
BZID-1304477804,40,28,23
BZID-1304473358,38,23,6
BZID-1304397837,7,4,1
BZID-1304370555,9,8,3
BZID-1304354608,21,16,10
BZID-1304450890,5,4,3
BZID-1304411367,27,18,9
BZID-1304433361,43,24,19
BZID-1304381063,42,37,16
BZID-1304363402,15,11,2
BZID-1304447044,12,8,6
BZID-1304469085,59,50,30
BZID-1304445698,25,17,12
BZID-1304401018,47,43,18
BZID-1304465738,53,51,6
BZID-1304361069,42,30,21
BZID-1304566542,8,8,2
BZID-1304419087,11,11,3
BZID-1304363720,59,56,41
BZID-1304394375,7,3,2
BZID-1304353911,7,6,1
BZID-1304442647,41,17,14
BZID-1304577226,41,33,23
BZID-1304477563,30,27,9
BZID-1304457968,35,23,22
BZID-1304610130,54,52,21
BZID-1304432116,49,48,31
BZID-1304610099,15,14,5
BZID-1304608768,47,39,23
BZID-1304371968,51,46,19
BZID-1304449680,39,22,15
BZID-1304474297,40,19,11
BZID-1304477768,44,33,20
BZID-1304373252,41,33,23
BZID-1304441560,6,4,3
BZID-1304430396,61,40,33
BZID-1304351516,28,26,10
BZID-1304429201,52,45,24
BZID-1304356349,55,52,37
BZID-1304466763,60,52,48
BZID-1304383941,34,20,15
BZID-1304566525,8,8,0
BZID-1304576585,8,7,2
BZID-1304465399,24,19,17
BZID-1304398124,58,46,34
BZID-1304461832,12,11,6
BZID-1304354517,6,6,0
BZID-1304409388,1,1,0
BZID-1304351044,19,6,4
BZID-1304460349,41,33,19
BZID-1304611140,21,20,4
BZID-1304462398,18,12,4
BZID-1304422396,49,39,28
BZID-1304367363,13,9,12
BZID-1304451194,31,28,14
BZID-1304413322,10,8,5
BZID-1304367946,11,8,7
BZID-1304368139,30,27,12
BZID-1304355603,23,10,6
BZID-1304424319,41,37,32
BZID-1304575120,17,15,12
BZID-1304391804,57,46,31
BZID-1304449855,3,1,0
BZID-1304402854,46,45,2
BZID-1304467095,63,57,39
BZID-1304362502,2,0,0
BZID-1304474037,55,40,20
BZID-1304464785,47,32,27
BZID-1304350153,22,19,5
BZID-1304401316,20,18,11
BZID-1304477966,38,35,23
BZID-1304391067,53,50,37
BZID-1304433232,35,17,13
BZID-1304399575,1,1,1
BZID-1304594750,19,13,7
BZID-1304473677,31,31,8
BZID-1304352515,49,47,27
BZID-1304366431,13,12,4
BZID-1304379098,16,15,3
BZID-1304470229,18,13,7
BZID-1304410475,51,51,15
BZID-1304460946,8,5,3
BZID-1304393043,63,63,34
BZID-1304421883,53,45,29
BZID-1304590646,59,57,47
BZID-1304415041,47,39,12
BZID-1304377903,13,9,3
BZID-1304449964,58,57,43
BZID-1304475187,61,59,53
BZID-1304369545,60,60,33
BZID-1304464574,63,61,45
BZID-1304386650,55,50,31
BZID-1304382211,43,36,12
BZID-1304434429,55,39,25
BZID-1304459107,62,61,48
BZID-1304417322,62,60,50
BZID-1304355535,63,63,57
BZID-1304395773,11,9,6
BZID-1304408017,22,22,5
BZID-1304596686,48,42,30
BZID-1304361176,63,63,36
BZID-1304430932,40,32,19
BZID-1304610008,2,2,1
BZID-1304450258,5,3,2
BZID-1304440201,8,3,4
BZID-1304385056,61,59,18
BZID-1304455977,48,25,17
BZID-1304600802,57,54,23
BZID-1304414180,48,37,33
BZID-1304577266,6,5,3
BZID-1304426115,59,40,32
BZID-1304418377,62,56,53
BZID-1304378747,29,23,12
BZID-1304450370,46,27,10
BZID-1304471020,58,42,11
BZID-1304416450,63,62,23
BZID-1304473393,60,55,50
BZID-1304403248,63,63,62
BZID-1304442997,40,35,28
BZID-1304361678,60,51,46
BZID-1304419131,57,56,23
BZID-1304474343,62,59,55
BZID-1304429122,63,45,30
BZID-1304459539,59,58,10
BZID-1304350524,58,56,31
BZID-1304411640,21,19,7
BZID-1304448173,59,56,34
BZID-1304574882,55,54,45
BZID-1304413304,47,39,28
BZID-1304596642,63,63,56
BZID-1304465007,35,34,20
BZID-1304435328,10,6,1
BZID-1304462417,57,51,30
BZID-1304353864,63,63,54
BZID-1304476313,58,49,19
BZID-1304480134,63,63,61
BZID-1304414467,12,9,0
BZID-1304373193,58,57,27
BZID-1304364320,53,52,8
BZID-1304430840,34,31,19
BZID-1304478330,62,60,57
BZID-1304467800,9,8,4
BZID-1304608404,8,7,2
BZID-1304464674,33,32,6
BZID-1304365563,56,56,21
BZID-1304575219,15,13,3
BZID-1304353481,62,60,31
BZID-1304460575,52,45,39
BZID-1304443572,62,52,45
BZID-1304424873,58,57,44
BZID-1304417099,42,39,33
BZID-1304459830,20,18,9
BZID-1304597488,45,37,19
BZID-1304379015,52,48,4
BZID-1304362785,58,58,47
BZID-1304410069,33,26,19
BZID-1304470964,59,56,23
BZID-1304475281,63,61,55
BZID-1304413442,38,31,16
BZID-1304380892,22,18,4
BZID-1304350169,44,41,30
BZID-1304353755,53,48,25
BZID-1304378150,36,27,18
BZID-1304480113,61,60,19
BZID-1304398132,12,8,5
BZID-1304609607,23,22,10
BZID-1304458679,61,52,33
BZID-1304419507,49,46,35
BZID-1304351848,20,15,4
BZID-1304372090,43,40,25
BZID-1304426987,63,63,62
BZID-1304563314,22,18,2
BZID-1304606935,25,22,14
BZID-1304382095,50,29,16
BZID-1304382776,26,18,12
BZID-1304396018,63,60,43
BZID-1304474163,49,34,20
BZID-1304578383,14,13,1
BZID-1304462636,12,7,5
BZID-1304597047,38,38,18
BZID-1304351479,59,54,36
BZID-1304449848,17,8,0
BZID-1304400326,22,21,2
BZID-1304469283,57,45,25
BZID-1304465316,63,63,62
BZID-1304363513,7,4,1
BZID-1304605135,56,47,17
BZID-1304465632,62,61,53
BZID-1304464297,18,10,0
BZID-1304472864,59,57,55
BZID-1304450665,35,32,20
BZID-1304438198,36,31,14
BZID-1304449151,39,32,16
BZID-1304459214,62,60,55
BZID-1304460090,47,44,37
BZID-1304419076,46,39,37
BZID-1304479262,53,42,33
BZID-1304392164,60,55,40
BZID-1304445277,60,56,42
BZID-1304473848,63,61,48
BZID-1304417351,62,57,40
BZID-1304465514,52,44,38
BZID-1304609184,26,21,7
BZID-1304469881,60,59,55
BZID-1304413014,38,31,9
BZID-1304460605,25,20,17
BZID-1304356323,38,31,17
BZID-1304449642,5,3,3
BZID-1304397129,27,20,6
BZID-1304406909,47,42,21
BZID-1304365475,56,33,26
BZID-1304364012,32,26,20
BZID-1304562477,11,8,6
BZID-1304375019,28,28,10
BZID-1304388279,7,7,7
BZID-1304434575,63,59,51
BZID-1304415546,56,51,31
BZID-1304411215,29,17,13
BZID-1304388530,19,14,8
BZID-1304355166,53,47,24
BZID-1304360405,61,58,46
BZID-1304476566,63,56,48
BZID-1304466675,63,63,22
BZID-1304350599,9,7,2
BZID-1304394541,61,57,38
BZID-1304470546,51,45,25
BZID-1304364467,57,52,32
BZID-1304563450,24,15,10
BZID-1304361204,35,22,16
BZID-1304435381,60,55,41
BZID-1304461336,49,35,30
BZID-1304596372,19,15,4
BZID-1304474794,30,25,9
BZID-1304419430,50,46,28
BZID-1304609629,55,48,33
BZID-1304378332,63,62,56
BZID-1304597377,45,37,21
BZID-1304441583,5,5,3
BZID-1304463679,54,46,34
BZID-1304477881,59,49,22
BZID-1304472198,58,47,38
BZID-1304431781,58,38,25
BZID-1304457260,21,20,5
BZID-1304457783,62,61,57
BZID-1304419622,56,53,42
BZID-1304472385,62,59,50
BZID-1304470844,59,54,33
BZID-1304361510,11,10,2
BZID-1304564079,42,40,24
BZID-1304462178,62,62,33
BZID-1304420147,45,32,20
BZID-1304426549,54,53,19
BZID-1304455850,61,60,60
BZID-1304595259,36,28,12
BZID-1304463429,57,53,35
BZID-1304419474,46,34,16
BZID-1304475576,34,32,14
BZID-1304445031,55,52,32
BZID-1304350933,62,61,41
BZID-1304365325,58,56,13
BZID-1304434959,49,41,21
BZID-1304395096,62,59,49
BZID-1304384822,60,59,31
BZID-1304471705,62,56,47
BZID-1304443926,62,60,50
BZID-1304462820,49,38,26
BZID-1304477923,60,42,35
BZID-1304476036,56,42,21
BZID-1304595638,46,37,30
BZID-1304471490,58,49,29
BZID-1304426818,59,55,48
BZID-1304419882,60,55,51
BZID-1304474755,62,58,36
BZID-1304461736,63,61,36
BZID-1304563642,36,29,13
BZID-1304467171,63,55,48
BZID-1304464466,57,48,38
BZID-1304435242,20,16,3
BZID-1304603476,54,53,45
BZID-1304448038,61,49,32
BZID-1304416386,61,56,41
BZID-1304460591,63,57,51
BZID-1304457417,63,63,25
BZID-1304461796,63,52,46
BZID-1304374088,62,61,54
BZID-1304563634,37,37,5
BZID-1304388318,53,50,28
BZID-1304466935,48,32,24
BZID-1304563645,31,29,17
BZID-1304403247,58,51,37
BZID-1304467105,63,60,51
BZID-1304413500,1,1,1
BZID-1304607885,62,56,36
BZID-1304361568,45,42,14
BZID-1304416358,61,58,54
BZID-1304394232,52,48,23
BZID-1304472755,61,61,55
BZID-1304382371,60,59,16
BZID-1304607948,34,32,8
BZID-1304358940,55,54,17
BZID-1304435534,39,36,7
BZID-1304470054,63,61,58
BZID-1304408774,61,55,41
BZID-1304398184,53,51,33
BZID-1304578347,40,38,27
BZID-1304433540,37,30,25
BZID-1304410759,63,63,55
BZID-1304598957,30,22,13
BZID-1304378215,41,39,15
BZID-1304471082,15,14,14
BZID-1304473243,35,27,13
BZID-1304444947,43,36,22
BZID-1304457587,60,56,33
BZID-1304473755,63,63,55
BZID-1304471417,42,32,19
BZID-1304432993,63,61,37
BZID-1304358929,62,60,53
BZID-1304477057,54,37,25
BZID-1304423473,45,39,9
BZID-1304477669,50,50,1
BZID-1304562872,13,13,2
BZID-1304606300,13,10,8
BZID-1304395195,61,51,35
BZID-1304359561,42,33,26
BZID-1304448525,61,52,51
BZID-1304355335,40,38,26
BZID-1304362341,7,5,2
BZID-1304435736,49,47,11
BZID-1304460195,62,48,33
BZID-1304462008,62,57,18
BZID-1304425451,58,49,46
BZID-1304471946,60,59,57
BZID-1304385382,27,27,14
BZID-1304367675,63,63,25
BZID-1304419661,62,57,48
BZID-1304423896,25,21,15
BZID-1304427255,50,41,23
BZID-1304388742,42,40,38
BZID-1304408850,42,24,17
BZID-1304443595,61,56,33
BZID-1304372236,35,31,14
BZID-1304387964,43,37,8
BZID-1304464158,50,44,13
BZID-1304398236,59,56,26
BZID-1304372736,39,35,9
BZID-1304419698,55,54,50
BZID-1304350918,51,48,27
BZID-1304363177,24,20,11
BZID-1304463224,32,26,19
BZID-1304465963,48,39,22
BZID-1304356914,48,43,27
BZID-1304438820,61,60,31
BZID-1304598483,54,46,24
BZID-1304438702,60,52,40
BZID-1304446433,39,34,16
BZID-1304563262,2,2,1
BZID-1304471784,63,61,54
BZID-1304392629,28,28,19
BZID-1304577912,44,37,15
BZID-1304596476,19,14,5
BZID-1304480089,60,54,42
BZID-1304609121,21,19,10
BZID-1304578448,34,32,13
BZID-1304608655,37,35,17
BZID-1304440207,36,32,27
BZID-1304474166,63,56,54
BZID-1304423737,9,5,1
BZID-1304457453,38,37,23
BZID-1304355681,25,22,12
BZID-1304578348,56,55,29
BZID-1304480062,63,63,60
BZID-1304408936,60,58,31
BZID-1304610149,57,53,45
BZID-1304475095,52,49,14
BZID-1304477206,56,51,41
BZID-1304425301,63,37,32
BZID-1304442326,52,49,16
BZID-1304610840,63,61,41
BZID-1304436960,43,26,16
BZID-1304423802,43,37,23
BZID-1304394702,56,45,35
BZID-1304394223,59,58,58
BZID-1304354000,20,16,7
BZID-1304466727,53,44,37
BZID-1304364101,13,7,1
BZID-1304471928,55,44,15
BZID-1304460762,53,51,25
BZID-1304394032,26,24,19
BZID-1304459723,48,30,18
BZID-1304349993,38,16,6
BZID-1304477844,62,59,47
BZID-1304382534,18,14,7
BZID-1304441233,59,33,25
BZID-1304480252,63,51,49
BZID-1304361981,3,3,1
BZID-1304475334,47,43,38
BZID-1304389225,54,54,4
BZID-1304474024,62,59,45
BZID-1304609603,43,37,21
BZID-1304354282,11,11,8
BZID-1304416649,17,15,4
BZID-1304464484,62,45,40
BZID-1304449785,31,22,8
BZID-1304432671,56,46,33
BZID-1304365277,48,44,20
BZID-1304595862,63,63,44
BZID-1304408823,59,49,38
BZID-1304465286,59,47,32
BZID-1304606190,58,54,37
BZID-1304352284,63,63,46
BZID-1304603603,57,54,32
BZID-1304431252,56,48,26
BZID-1304475198,63,63,63
BZID-1304467699,58,42,35
BZID-1304447384,54,37,14
BZID-1304419481,51,45,34
BZID-1304354360,63,63,58
BZID-1304442802,63,61,59
BZID-1304457897,42,35,17
BZID-1304412323,26,21,16
BZID-1304477708,61,61,56
BZID-1304473251,42,35,12
BZID-1304350650,60,58,55
BZID-1304354039,4,4,0
BZID-1304596668,61,60,32
BZID-1304356187,49,46,40
BZID-1304439261,58,56,39
BZID-1304462845,44,34,27
BZID-1304370314,63,63,9
BZID-1304362517,42,31,12
BZID-1304563619,41,41,24
BZID-1304355012,59,53,35
BZID-1304466336,52,47,38
BZID-1304402993,32,24,9
BZID-1304414518,20,10,5
BZID-1304437099,63,60,55
BZID-1304356086,24,20,10
BZID-1304440251,41,31,29
BZID-1304416684,59,59,23
BZID-1304416183,51,44,32
BZID-1304467869,55,50,32
BZID-1304471825,63,62,62
BZID-1304598700,63,63,62
BZID-1304563646,30,23,11
BZID-1304463573,43,22,15
BZID-1304472099,29,24,13
BZID-1304435612,42,40,18
BZID-1304366626,61,59,37
BZID-1304437695,50,49,0
BZID-1304355853,45,41,23
BZID-1304397122,56,40,17
BZID-1304419523,55,50,33
BZID-1304460700,59,59,25
BZID-1304436307,45,37,21
BZID-1304437812,63,62,54
BZID-1304472400,57,51,41
BZID-1304475004,60,57,41
BZID-1304563633,1,1,1
BZID-1304465867,58,53,48
BZID-1304396621,46,40,26
BZID-1304456034,61,60,54
BZID-1304600988,52,51,16
BZID-1304397231,59,52,21
BZID-1304413616,23,19,10
BZID-1304416063,46,33,25
BZID-1304410385,12,11,2
BZID-1304399906,57,54,31
BZID-1304412179,57,50,30
BZID-1304355596,56,56,47
BZID-1304357561,21,20,2
BZID-1304610074,59,52,32
BZID-1304608413,44,36,11
BZID-1304391961,49,43,31
BZID-1304418626,62,58,54
BZID-1304471092,55,51,40
BZID-1304463211,45,37,12
BZID-1304477242,63,62,59
BZID-1304441876,56,44,39
BZID-1304409275,43,39,23
BZID-1304478765,50,45,32
BZID-1304456982,39,33,20
BZID-1304350321,49,49,37
BZID-1304436689,63,63,26
BZID-1304478072,62,58,52
BZID-1304465590,63,63,61
BZID-1304367380,59,57,45
BZID-1304368277,4,4,0
BZID-1304610782,15,13,5
BZID-1304609569,34,25,16
BZID-1304391383,56,51,34
BZID-1304443753,41,36,18
BZID-1304477672,63,63,60
BZID-1304422925,42,35,15
BZID-1304469478,45,32,23
BZID-1304378009,50,44,29
BZID-1304423817,54,25,19
BZID-1304467850,15,15,11
BZID-1304464106,59,52,40
BZID-1304376072,53,53,17
BZID-1304424828,5,4,2
BZID-1304563201,1,1,0
BZID-1304426132,35,33,21
BZID-1304399135,53,53,31
BZID-1304374868,19,11,6
BZID-1304352750,25,20,9
BZID-1304459005,30,20,16
BZID-1304475786,62,50,33
BZID-1304471790,63,62,60
BZID-1304350245,36,26,19
BZID-1304397189,52,52,47
BZID-1304605552,59,46,35
BZID-1304375304,63,62,60
BZID-1304438468,63,60,48
BZID-1304431195,59,21,7
BZID-1304431101,40,28,18
BZID-1304410149,62,61,59
BZID-1304425804,61,55,44
BZID-1304474325,63,61,54
BZID-1304467499,60,53,44
BZID-1304563244,42,38,15
BZID-1304611136,57,52,30
BZID-1304420501,18,10,6
BZID-1304404309,48,46,30
BZID-1304372477,38,36,25
BZID-1304427843,17,15,7
BZID-1304417966,48,43,22
BZID-1304467286,60,46,39
BZID-1304396450,60,60,27
BZID-1304603909,42,32,16
BZID-1304430491,55,48,38
BZID-1304563422,39,37,17
BZID-1304480255,62,59,52
BZID-1304468728,37,34,27
BZID-1304576622,28,28,4
BZID-1304404459,62,61,50
BZID-1304426154,63,63,62
BZID-1304464701,62,55,34
BZID-1304563396,27,23,14
BZID-1304421336,60,59,36
BZID-1304457863,14,9,0
BZID-1304436306,63,62,53
BZID-1304349340,5,4,3
BZID-1304382679,63,63,56
BZID-1304355778,41,41,15
BZID-1304472421,55,48,32
BZID-1304377294,28,16,16
BZID-1304369848,58,57,34
BZID-1304596846,42,23,19
BZID-1304419115,17,11,7
BZID-1304401089,46,45,18
BZID-1304374742,52,47,28
BZID-1304595078,50,49,41
BZID-1304425257,63,63,52
BZID-1304478836,61,53,41
BZID-1304350721,29,26,17
BZID-1304471809,63,61,57
BZID-1304423406,24,18,17
BZID-1304563359,1,1,1
BZID-1304577614,57,57,44
BZID-1304381906,21,12,6
BZID-1304471180,19,17,4
BZID-1304423763,35,26,18
BZID-1304567403,2,1,1
BZID-1304405592,19,17,11
BZID-1304357582,42,39,28
BZID-1304395021,51,42,27
BZID-1304479007,10,7,4
BZID-1304405773,51,40,20
BZID-1304410828,3,1,1
BZID-1304349578,45,33,19
BZID-1304388175,14,10,9
BZID-1304392321,20,16,7
BZID-1304414816,55,55,29
BZID-1304422829,33,29,23
BZID-1304408609,39,19,8
BZID-1304460788,31,29,3
BZID-1304448589,16,13,5
BZID-1304607527,42,38,16
BZID-1304415174,48,38,21
BZID-1304446274,20,17,7
BZID-1304442652,17,9,4
BZID-1304603466,15,13,7
BZID-1304413028,24,21,12
BZID-1304430401,17,16,10
BZID-1304598397,5,4,1
BZID-1304391908,24,24,9
BZID-1304464822,41,34,16
BZID-1304478398,13,12,2
BZID-1304432904,32,24,12
BZID-1304376662,29,10,6
BZID-1304436153,6,4,2
BZID-1304439430,27,26,15
BZID-1304444526,4,3,2
BZID-1304380443,21,17,13
BZID-1304603714,31,25,4
BZID-1304350279,25,20,16
BZID-1304456687,34,26,22
BZID-1304480231,45,20,7
BZID-1304607008,23,12,0
BZID-1304467231,53,50,34
BZID-1304568086,5,5,2
BZID-1304609954,45,40,19
BZID-1304363893,56,51,18
BZID-1304479349,48,48,45
BZID-1304596129,16,14,10
BZID-1304371447,16,12,5
BZID-1304423889,12,12,6
BZID-1304380216,12,9,6
BZID-1304479461,55,50,41
BZID-1304594921,23,13,7
BZID-1304465654,15,13,5
BZID-1304457324,39,31,10
BZID-1304472596,18,9,4
BZID-1304577467,9,7,2
BZID-1304425890,45,43,15
BZID-1304600668,11,9,2
BZID-1304362870,3,3,0
BZID-1304367607,44,36,24
BZID-1304397963,60,56,32
BZID-1304605761,6,6,3
BZID-1304408012,12,9,4
BZID-1304465239,35,23,7
BZID-1304600685,43,41,20
BZID-1304480131,58,48,43
BZID-1304423851,21,20,13
BZID-1304426998,37,27,15
BZID-1304469768,58,36,16
BZID-1304438492,33,21,11
BZID-1304441946,39,33,26
BZID-1304370061,4,2,1
BZID-1304456456,29,14,11
BZID-1304452213,55,39,36
BZID-1304393025,40,38,13
BZID-1304371710,20,17,15
BZID-1304479920,7,6,0
BZID-1304395486,42,39,35
BZID-1304420972,51,48,31
BZID-1304438323,12,11,3
